id,verse_id,verse,label
65,psalms_80_3,"Turn us again, O God, and cause thy face to shine; and we shall be saved.",sadness
66,isaiah_40_31,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",joy
67,psalms_10_10,"He croucheth, and humbleth himself, that the poor may fall by his strong ones.",anger
68,john_9_12,"Then said they unto him, Where is he? He said, I know not.",neutral
69,judges_11_37,"And she said unto her father, Let this thing be done for me: let me alone two months, that I may go up and down upon the mountains, and bewail my virginity, I and my fellows.",sadness
70,micah_4_10,"Be in pain, and labour to bring forth, O daughter of Zion, like a woman in travail: for now shalt thou go forth out of the city, and thou shalt dwell in the field, and thou shalt go even to Babylon; there shalt thou be delivered; there the LORD shall redeem thee from the hand of thine enemies.",fear
71,psalms_18_34,"He teacheth my hands to war, so that a bow of steel is broken by mine arms.",joy
72,ruth_4_16,"And Naomi took the child, and laid it in her bosom, and became nurse unto it.",joy
73,ezekiel_7_7,"The morning is come unto thee, O thou that dwellest in the land: the time is come, the day of trouble is near, and not the sounding again of the mountains.",fear
74,genesis_20_14,"And Abimelech took sheep, and oxen, and menservants, and womenservants, and gave them unto Abraham, and restored him Sarah his wife.",joy
75,james_4_16,But now ye rejoice in your boastings: all such rejoicing is evil.,disgust
76,psalms_113_1,"Praise ye the LORD. Praise, O ye servants of the LORD, praise the name of the LORD.",joy
77,2_samuel_14_25,But in all Israel there was none to be so much praised as Absalom for his beauty: from the sole of his foot even to the crown of his head there was no blemish in him.,joy
78,2_timothy_2_17,And their word will eat as doth a canker: of whom is Hymenaeus and Philetus;,disgust
79,jeremiah_32_40,"And I will make an everlasting covenant with them, that I will not turn away from them, to do them good; but I will put my fear in their hearts, that they shall not depart from me.",fear
80,psalms_107_4,They wandered in the wilderness in a solitary way; they found no city to dwell in.,sadness
81,revelation_21_18,"And the building of the wall of it was of jasper: and the city was pure gold, like unto clear glass.",surprise
82,1_chronicles_12_26,Of the children of Levi four thousand and six hundred.,neutral
83,1_samuel_25_6,"And thus shall ye say to him that liveth in prosperity, Peace be both to thee, and peace be to thine house, and peace be unto all that thou hast.",joy
84,mark_14_56,"For many bare false witness against him, but their witness agreed not together.",anger
85,daniel_10_16,"And, behold, one like the similitude of the sons of men touched my lips: then I opened my mouth, and spake, and said unto him that stood before me, O my lord, by the vision my sorrows are turned upon me, and I have retained no strength.",sadness
86,genesis_24_23,"And said, Whose daughter art thou? tell me, I pray thee: is there room in thy father's house for us to lodge in?",neutral
87,acts_24_12,"And they neither found me in the temple disputing with any man, neither raising up the people, neither in the synagogues, nor in the city:",neutral
88,leviticus_18_6,"None of you shall approach to any that is near of kin to him, to uncover their nakedness: I am the LORD.",disgust
89,genesis_8_11,"And the dove came in to him in the evening; and, lo, in her mouth was an olive leaf pluckt off: so Noah knew that the waters were abated from off the earth.",joy
90,2_chronicles_16_1,"In the six and thirtieth year of the reign of Asa Baasha king of Israel came up against Judah, and built Ramah, to the intent that he might let none go out or come in to Asa king of Judah.",anger
91,esther_4_4,"So Esther's maids and her chamberlains came and told it her. Then was the queen exceedingly grieved; and she sent raiment to clothe Mordecai, and to take away his sackcloth from him: but he received it not.",sadness
92,2_corinthians_10_12,"For we dare not make ourselves of the number, or compare ourselves with some that commend themselves: but they measuring themselves by themselves, and comparing themselves among themselves, are not wise.",disgust
93,hebrews_12_7,"If ye endure chastening, God dealeth with you as with sons; for what son is he whom the father chasteneth not?",neutral
94,psalms_84_9,"Behold, O God our shield, and look upon the face of thine anointed.",neutral
95,jonah_4_3,"Therefore now, O LORD, take, I beseech thee, my life from me; for it is better for me to die than to live.",sadness
96,galatians_5_8,This persuasion cometh not of him that calleth you.,neutral
97,nehemiah_1_8,"Remember, I beseech thee, the word that thou commandedst thy servant Moses, saying, If ye transgress, I will scatter you abroad among the nations:",fear
98,psalms_58_10,The righteous shall rejoice when he seeth the vengeance: he shall wash his feet in the blood of the wicked.,anger
99,ezekiel_18_29,"Yet saith the house of Israel, The way of the Lord is not equal. O house of Israel, are not my ways equal? are not your ways unequal?",anger
100,leviticus_27_33,"He shall not search whether it be good or bad, neither shall he change it: and if he change it at all, then both it and the change thereof shall be holy; it shall not be redeemed.",neutral
101,ephesians_2_11,"Wherefore remember, that ye being in time past Gentiles in the flesh, who are called Uncircumcision by that which is called the Circumcision in the flesh made by hands;",neutral
102,jeremiah_51_40,"I will bring them down like lambs to the slaughter, like rams with he goats.",fear
103,2_kings_8_26,"Two and twenty years old was Ahaziah when he began to reign; and he reigned one year in Jerusalem. And his mother's name was Athaliah, the daughter of Omri king of Israel.",neutral
104,exodus_21_18,"And if men strive together, and one smite another with a stone, or with his fist, and he die not, but keepeth his bed:",anger
105,psalms_94_2,"Lift up thyself, thou judge of the earth: render a reward to the proud.",anger
106,ezekiel_5_16,"When I shall send upon them the evil arrows of famine, which shall be for their destruction, and which I will send to destroy you: and I will increase the famine upon you, and will break your staff of bread:",fear
107,hosea_10_10,"It is in my desire that I should chastise them; and the people shall be gathered against them, when they shall bind themselves in their two furrows.",anger
108,isaiah_53_1,Who hath believed our report? and to whom is the arm of the LORD revealed?,surprise
109,judges_19_16,"And, behold, there came an old man from his work out of the field at even, which was also of mount Ephraim; and he sojourned in Gibeah: but the men of the place were Benjamites.",neutral
110,matthew_1_17,So all the generations from Abraham to David are fourteen generations; and from David until the carrying away into Babylon are fourteen generations; and from the carrying away into Babylon unto Christ are fourteen generations.,neutral
111,1_chronicles_17_9,"Also I will ordain a place for my people Israel, and will plant them, and they shall dwell in their place, and shall be moved no more; neither shall the children of wickedness waste them any more, as at the beginning,",joy
112,exodus_39_28,"And a mitre of fine linen, and goodly bonnets of fine linen, and linen breeches of fine twined linen,",neutral
113,genesis_41_12,"And there was there with us a young man, an Hebrew, servant to the captain of the guard; and we told him, and he interpreted to us our dreams; to each man according to his dream he did interpret.",surprise
114,jeremiah_24_8,"And as the evil figs, which cannot be eaten, they are so evil; surely thus saith the LORD, So will I give Zedekiah the king of Judah, and his princes, and the residue of Jerusalem, that remain in this land, and them that dwell in the land of Egypt:",disgust
115,2_chronicles_25_18,"And Joash king of Israel sent to Amaziah king of Judah, saying, The thistle that was in Lebanon sent to the cedar that was in Lebanon, saying, Give thy daughter to my son to wife: and there passed by a wild beast that was in Lebanon, and trode down the thistle.",anger
116,deuteronomy_33_7,"And this is the blessing of Judah: and he said, Hear, LORD, the voice of Judah, and bring him unto his people: let his hands be sufficient for him; and be thou an help to him from his enemies.",joy
117,numbers_31_47,"Even of the children of Israel's half, Moses took one portion of fifty, both of man and of beast, and gave them unto the Levites, which kept the charge of the tabernacle of the LORD; as the LORD commanded Moses.",neutral
118,psalms_149_6,"Let the high praises of God be in their mouth, and a twoedged sword in their hand;",joy
119,exodus_1_19,"And the midwives said unto Pharaoh, Because the Hebrew women are not as the Egyptian women; for they are lively, and are delivered ere the midwives come in unto them.",surprise
120,ezekiel_17_17,"Neither shall Pharaoh with his mighty army and great company make for him in the war, by casting up mounts, and building forts, to cut off many persons:",fear
121,2_samuel_16_23,"And the counsel of Ahithophel, which he counselled in those days, was as if a man had enquired at the oracle of God: so was all the counsel of Ahithophel both with David and with Absalom.",neutral
122,isaiah_50_11,"Behold, all ye that kindle a fire, that compass yourselves about with sparks: walk in the light of your fire, and in the sparks that ye have kindled. This shall ye have of mine hand; ye shall lie down in sorrow.",sadness
123,ruth_1_7,"Wherefore she went forth out of the place where she was, and her two daughters in law with her; and they went on the way to return unto the land of Judah.",sadness
124,deuteronomy_3_25,"I pray thee, let me go over, and see the good land that is beyond Jordan, that goodly mountain, and Lebanon.",joy
125,2_kings_13_5,"(And the LORD gave Israel a saviour, so that they went out from under the hand of the Syrians: and the children of Israel dwelt in their tents, as beforetime.",joy
126,1_kings_22_33,"And it came to pass, when the captains of the chariots perceived that it was not the king of Israel, that they turned back from pursuing him.",surprise
127,1_chronicles_27_23,But David took not the number of them from twenty years old and under: because the LORD had said he would increase Israel like to the stars of the heavens.,joy
128,exodus_11_10,"And Moses and Aaron did all these wonders before Pharaoh: and the LORD hardened Pharaoh's heart, so that he would not let the children of Israel go out of his land.",anger
129,leviticus_23_38,"Beside the sabbaths of the LORD, and beside your gifts, and beside all your vows, and beside all your freewill offerings, which ye give unto the LORD.",neutral
130,isaiah_24_14,"They shall lift up their voice, they shall sing for the majesty of the LORD, they shall cry aloud from the sea.",joy
131,psalms_107_8,"Oh that men would praise the LORD for his goodness, and for his wonderful works to the children of men!",joy
132,numbers_33_47,"And they removed from Almon-diblathaim, and pitched in the mountains of Abarim, before Nebo.",neutral
133,exodus_28_35,"And it shall be upon Aaron to minister: and his sound shall be heard when he goeth in unto the holy place before the LORD, and when he cometh out, that he die not.",fear
134,judges_13_20,"For it came to pass, when the flame went up toward heaven from off the altar, that the angel of the LORD ascended in the flame of the altar. And Manoah and his wife looked on it, and fell on their faces to the ground.",surprise
135,numbers_35_5,"And ye shall measure from without the city on the east side two thousand cubits, and on the south side two thousand cubits, and on the west side two thousand cubits, and on the north side two thousand cubits and the city shall be in the midst: this shall be to them the suburbs of the cities.",neutral
136,psalms_37_5,Commit thy way unto the LORD; trust also in him; and he shall bring it to pass.,neutral
137,isaiah_16_5,"And in mercy shall the throne be established: and he shall sit upon it in truth in the tabernacle of David, judging, and seeking judgment, and hasting righteousness.",joy
138,deuteronomy_5_6,"I am the LORD thy God, which brought thee out of the land of Egypt, from the house of bondage.",joy
139,1_kings_14_23,"For they also built them high places, and images, and groves, on every high hill, and under every green tree.",disgust
140,job_17_14,"I have said to corruption, Thou art my father: to the worm, Thou art my mother, and my sister.",sadness
141,psalms_94_14,"For the LORD will not cast off his people, neither will he forsake his inheritance.",joy
142,proverbs_30_27,"The locusts have no king, yet go they forth all of them by bands;",neutral
143,revelation_14_5,And in their mouth was found no guile: for they are without fault before the throne of God.,joy
144,colossians_4_17,"And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.",neutral
145,jeremiah_5_10,"Go ye up upon her walls, and destroy; but make not a full end: take away her battlements; for they are not the LORD'S.",anger
146,psalms_40_16,"Let all those that seek thee rejoice and be glad in thee: let such as love thy salvation say continually, The LORD be magnified.",joy
147,2_thessalonians_3_8,"Neither did we eat any man's bread for nought; but wrought with labour and travail night and day, that we might not be chargeable to any of you:",neutral
148,isaiah_19_21,"And the LORD shall be known to Egypt, and the Egyptians shall know the LORD in that day, and shall do sacrifice and oblation; yea, they shall vow a vow unto the LORD, and perform it.",joy
149,acts_4_15,"But when they had commanded them to go aside out of the council, they conferred among themselves,",neutral
150,mark_5_35,"While he yet spake, there came from the ruler of the synagogue's house certain which said, Thy daughter is dead: why troublest thou the Master any further?",sadness
151,deuteronomy_1_28,"Whither shall we go up? our brethren have discouraged our heart, saying, The people is greater and taller than we; the cities are great and walled up to heaven; and moreover we have seen the sons of the Anakims there.",fear
152,2_samuel_1_5,"And David said unto the young man that told him, How knowest thou that Saul and Jonathan his son be dead?",sadness
153,2_chronicles_31_15,"And next him were Eden, and Miniamin, and Jeshua, and Shemaiah, Amariah, and Shecaniah, in the cities of the priests, in their set office, to give to their brethren by courses, as well to the great as to the small:",neutral
154,jeremiah_48_36,"Therefore mine heart shall sound for Moab like pipes, and mine heart shall sound like pipes for the men of Kir-heres: because the riches that he hath gotten are perished.",sadness
155,jeremiah_52_23,And there were ninety and six pomegranates on a side; and all the pomegranates upon the network were an hundred round about.,neutral
156,jeremiah_32_22,"And hast given them this land, which thou didst swear to their fathers to give them, a land flowing with milk and honey;",joy
157,philippians_1_2,"Grace be unto you, and peace, from God our Father, and from the Lord Jesus Christ.",joy
158,2_chronicles_28_11,"Now hear me therefore, and deliver the captives again, which ye have taken captive of your brethren: for the fierce wrath of the LORD is upon you.",anger
159,isaiah_33_14,The sinners in Zion are afraid; fearfulness hath surprised the hypocrites. Who among us shall dwell with the devouring fire? who among us shall dwell with everlasting burnings?,fear
160,joshua_15_33,"And in the valley, Eshtaol, and Zoreah, and Ashnah,",neutral
161,1_corinthians_15_39,"All flesh is not the same flesh: but there is one kind of flesh of men, another flesh of beasts, another of fishes, and another of birds.",neutral
162,psalms_136_8,The sun to rule by day: for his mercy endureth for ever:,joy
163,nahum_2_12,"The lion did tear in pieces enough for his whelps, and strangled for his lionesses, and filled his holes with prey, and his dens with ravin.",anger
164,1_chronicles_26_5,"Ammiel the sixth, Issachar the seventh, Peulthai the eighth: for God blessed him.",joy
165,psalms_105_18,Whose feet they hurt with fetters: he was laid in iron:,sadness
166,1_samuel_10_8,"And thou shalt go down before me to Gilgal; and, behold, I will come down unto thee, to offer burnt offerings, and to sacrifice sacrifices of peace offerings: seven days shalt thou tarry, till I come to thee, and shew thee what thou shalt do.",neutral
167,leviticus_4_28,"Or if his sin, which he hath sinned, come to his knowledge: then he shall bring his offering, a kid of the goats, a female without blemish, for his sin which he hath sinned.",neutral
168,1_john_3_23,"And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment.",joy
169,jeremiah_50_32,"And the most proud shall stumble and fall, and none shall raise him up: and I will kindle a fire in his cities, and it shall devour all round about him.",anger
170,ezekiel_21_9,"Son of man, prophesy, and say, Thus saith the LORD; Say, A sword, a sword is sharpened, and also furbished:",fear
171,1_samuel_12_5,"And he said unto them, The LORD is witness against you, and his anointed is witness this day, that ye have not found ought in my hand. And they answered, He is witness.",neutral
172,john_10_33,"The Jews answered him, saying, For a good work we stone thee not; but for blasphemy; and because that thou, being a man, makest thyself God.",anger
173,ezra_10_28,"Of the sons also of Bebai; Jehohanan, Hananiah, Zabbai, and Athlai.",neutral
174,1_samuel_5_3,"And when they of Ashdod arose early on the morrow, behold, Dagon was fallen upon his face to the earth before the ark of the LORD. And they took Dagon, and set him in his place again.",surprise
175,2_kings_13_25,"And Jehoash the son of Jehoahaz took again out of the hand of Ben-hadad the son of Hazael the cities, which he had taken out of the hand of Jehoahaz his father by war. Three times did Joash beat him, and recovered the cities of Israel.",joy
176,exodus_1_5,And all the souls that came out of the loins of Jacob were seventy souls: for Joseph was in Egypt already.,neutral
177,2_chronicles_25_26,"Now the rest of the acts of Amaziah, first and last, behold, are they not written in the book of the kings of Judah and Israel?",neutral
178,isaiah_2_6,"Therefore thou hast forsaken thy people the house of Jacob, because they be replenished from the east, and are soothsayers like the Philistines, and they please themselves in the children of strangers.",disgust
179,exodus_4_16,"And he shall be thy spokesman unto the people: and he shall be, even he shall be to thee instead of a mouth, and thou shalt be to him instead of God.",neutral
180,jeremiah_44_10,"They are not humbled even unto this day, neither have they feared, nor walked in my law, nor in my statutes, that I set before you and before your fathers.",disgust
181,1_samuel_5_12,And the men that died not were smitten with the emerods: and the cry of the city went up to heaven.,sadness
182,genesis_37_5,"And Joseph dreamed a dream, and he told it his brethren: and they hated him yet the more.",anger
183,1_chronicles_25_9,"Now the first lot came forth for Asaph to Joseph: the second to Gedaliah, who with his brethren and sons were twelve:",neutral
184,psalms_135_13,"Thy name, O LORD, endureth for ever; and thy memorial, O LORD, throughout all generations.",joy
185,psalms_107_10,"Such as sit in darkness and in the shadow of death, being bound in affliction and iron;",sadness
186,genesis_37_14,"And he said to him, Go, I pray thee, see whether it be well with thy brethren, and well with the flocks; and bring me word again. So he sent him out of the vale of Hebron, and he came to Shechem.",neutral
187,acts_2_13,"Others mocking said, These men are full of new wine.",disgust
188,numbers_7_88,"And all the oxen for the sacrifice of the peace offerings were twenty and four bullocks, the rams sixty, the he goats sixty, the lambs of the first year sixty. This was the dedication of the altar, after that it was anointed.",neutral
189,exodus_28_13,And thou shalt make ouches of gold;,neutral
190,psalms_11_1,"In the LORD put I my trust: How say ye to my soul, Flee as a bird to your mountain?",neutral
191,2_samuel_5_6,"And the king and his men went to Jerusalem unto the Jebusites, the inhabitants of the land: which spake unto David, saying, Except thou take away the blind and the lame, thou shalt not come in hither: thinking, David cannot come in hither.",anger
192,galatians_1_11,"But I certify you, brethren, that the gospel which was preached of me is not after man.",neutral
193,ezekiel_19_2,"And say, What is thy mother? A lioness: she lay down among lions, she nourished her whelps among young lions.",neutral
194,2_samuel_17_16,"Now therefore send quickly, and tell David, saying, Lodge not this night in the plains of the wilderness, but speedily pass over; lest the king be swallowed up, and all the people that are with him.",fear
195,leviticus_15_28,"But if she be cleansed of her issue, then she shall number to herself seven days, and after that she shall be clean.",neutral
196,genesis_28_3,"And God Almighty bless thee, and make thee fruitful, and multiply thee, that thou mayest be a multitude of people;",joy
197,1_kings_17_20,"And he cried unto the LORD, and said, O LORD my God, hast thou also brought evil upon the widow with whom I sojourn, by slaying her son?",sadness
198,romans_6_12,"Let not sin therefore reign in your mortal body, that ye should obey it in the lusts thereof.",neutral
199,2_corinthians_6_8,"By honour and dishonour, by evil report and good report: as deceivers, and yet true;",neutral
200,psalms_68_13,"Though ye have lien among the pots, yet shall ye be as the wings of a dove covered with silver, and her feathers with yellow gold.",joy
201,genesis_36_16,"Duke Korah, duke Gatam, and duke Amalek: these are the dukes that came of Eliphaz in the land of Edom; these were the sons of Adah.",neutral
202,job_19_1,"Then Job answered and said,",neutral
203,matthew_27_15,"Now at that feast the governor was wont to release unto the people a prisoner, whom they would.",neutral
204,2_kings_11_11,"And the guard stood, every man with his weapons in his hand, round about the king, from the right corner of the temple to the left corner of the temple, along by the altar and the temple.",fear
205,1_chronicles_9_22,"All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office.",neutral
206,2_kings_10_8,"And there came a messenger, and told him, saying, They have brought the heads of the king's sons. And he said, Lay ye them in two heaps at the entering in of the gate until the morning.",disgust
207,1_kings_11_10,"And had commanded him concerning this thing, that he should not go after other gods: but he kept not that which the LORD commanded.",anger
208,numbers_16_26,"And he spake unto the congregation, saying, Depart, I pray you, from the tents of these wicked men, and touch nothing of theirs, lest ye be consumed in all their sins.",fear
209,proverbs_13_3,He that keepeth his mouth keepeth his life: but he that openeth wide his lips shall have destruction.,neutral
210,ephesians_1_2,"Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ.",joy
211,nehemiah_13_20,So the merchants and sellers of all kind of ware lodged without Jerusalem once or twice.,neutral
212,1_kings_12_22,"But the word of God came unto Shemaiah the man of God, saying,",neutral
213,ezra_2_64,"The whole congregation together was forty and two thousand three hundred and threescore,",neutral
214,2_kings_10_31,"But Jehu took no heed to walk in the law of the LORD God of Israel with all his heart: for he departed not from the sins of Jeroboam, which made Israel to sin.",anger
215,revelation_17_14,"These shall make war with the Lamb, and the Lamb shall overcome them: for he is Lord of lords, and King of kings: and they that are with him are called, and chosen, and faithful.",joy
216,matthew_14_1,"At that time Herod the tetrarch heard of the fame of Jesus,",surprise
217,psalms_89_31,"If they break my statutes, and keep not my commandments;",neutral
218,romans_4_3,"For what saith the scripture? Abraham believed God, and it was counted unto him for righteousness.",joy
219,psalms_101_4,A froward heart shall depart from me: I will not know a wicked person.,disgust
220,isaiah_58_14,"Then shalt thou delight thyself in the LORD; and I will cause thee to ride upon the high places of the earth, and feed thee with the heritage of Jacob thy father: for the mouth of the LORD hath spoken it.",joy
221,leviticus_22_17,"And the LORD spake unto Moses, saying,",neutral
222,ezekiel_33_25,"Wherefore say unto them, Thus saith the Lord GOD; Ye eat with the blood, and lift up your eyes toward your idols, and shed blood: and shall ye possess the land?",disgust
223,1_kings_12_28,"Whereupon the king took counsel, and made two calves of gold, and said unto them, It is too much for you to go up to Jerusalem: behold thy gods, O Israel, which brought thee up out of the land of Egypt.",anger
224,galatians_1_21,Afterwards I came into the regions of Syria and Cilicia;,neutral
225,matthew_7_7,"Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you:",joy
226,deuteronomy_4_32,"For ask now of the days that are past, which were before thee, since the day that God created man upon the earth, and ask from the one side of heaven unto the other, whether there hath been any such thing as this great thing is, or hath been heard like it?",surprise
227,1_corinthians_13_8,"Charity never faileth: but whether there be prophecies, they shall fail; whether there be tongues, they shall cease; whether there be knowledge, it shall vanish away.",joy
228,deuteronomy_28_5,Blessed shall be thy basket and thy store.,joy
