id,verse_id,verse,label
124,numbers_5_27,"And when he hath made her to drink the water, then it shall come to pass, that, if she be defiled, and have done trespass against her husband, that the water that causeth the curse shall enter into her, and become bitter, and her belly shall swell, and her thigh shall rot: and the woman shall be a curse among her people.",disgust
125,hosea_9_7,"The days of visitation are come, the days of recompence are come; Israel shall know it: the prophet is a fool, the spiritual man is mad, for the multitude of thine iniquity, and the great hatred.",anger
126,acts_8_33,In his humiliation his judgment was taken away: and who shall declare his generation? for his life is taken from the earth.,sadness
127,matthew_14_19,"And he commanded the multitude to sit down on the grass, and took the five loaves, and the two fishes, and looking up to heaven, he blessed, and brake, and gave the loaves to his disciples, and the disciples to the multitude.",joy
128,genesis_3_7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons.",surprise
129,job_9_9,"Which maketh Arcturus, Orion, and Pleiades, and the chambers of the south.",neutral
130,ezra_8_25,"And weighed unto them the silver, and the gold, and the vessels, even the offering of the house of our God, which the king, and his counsellors, and his lords, and all Israel there present, had offered:",neutral
131,mark_10_41,"And when the ten heard it, they began to be much displeased with James and John.",anger
132,jeremiah_30_11,"For I am with thee, saith the LORD, to save thee: though I make a full end of all nations whither I have scattered thee, yet will I not make a full end of thee: but I will correct thee in measure, and will not leave thee altogether unpunished.",neutral
133,psalms_33_4,For the word of the LORD is right; and all his works are done in truth.,joy
134,joshua_2_5,"And it came to pass about the time of shutting of the gate, when it was dark, that the men went out: whither the men went I wot not: pursue after them quickly; for ye shall overtake them.",fear
135,ezra_2_20,"The children of Gibbar, ninety and five.",neutral
136,psalms_84_12,"O LORD of hosts, blessed is the man that trusteth in thee.",joy
137,joshua_14_14,"Hebron therefore became the inheritance of Caleb the son of Jephunneh the Kenezite unto this day, because that he wholly followed the LORD God of Israel.",joy
138,judges_13_14,"She may not eat of any thing that cometh of the vine, neither let her drink wine or strong drink, nor eat any unclean thing: all that I commanded her let her observe.",neutral
139,1_kings_17_15,"And she went and did according to the saying of Elijah: and she, and he, and her house, did eat many days.",joy
140,hebrews_11_35,"Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:",surprise
141,ecclesiastes_10_10,"If the iron be blunt, and he do not whet the edge, then must he put to more strength: but wisdom is profitable to direct.",neutral
142,jeremiah_8_2,"And they shall spread them before the sun, and the moon, and all the host of heaven, whom they have loved, and whom they have served, and after whom they have walked, and whom they have sought, and whom they have worshipped: they shall not be gathered, nor be buried; they shall be for dung upon the face of the earth.",disgust
143,isaiah_57_20,"But the wicked are like the troubled sea, when it cannot rest, whose waters cast up mire and dirt.",sadness
144,1_samuel_16_23,"And it came to pass, when the evil spirit from God was upon Saul, that David took an harp, and played with his hand: so Saul was refreshed, and was well, and the evil spirit departed from him.",joy
145,proverbs_28_28,"When the wicked rise, men hide themselves: but when they perish, the righteous increase.",fear
146,james_5_19,"Brethren, if any of you do err from the truth, and one convert him;",neutral
147,psalms_29_6,He maketh them also to skip like a calf; Lebanon and Sirion like a young unicorn.,joy
148,psalms_76_6,"At thy rebuke, O God of Jacob, both the chariot and horse are cast into a dead sleep.",surprise
149,isaiah_2_5,"O house of Jacob, come ye, and let us walk in the light of the LORD.",joy
150,1_samuel_29_3,"Then said the princes of the Philistines, What do these Hebrews here? And Achish said unto the princes of the Philistines, Is not this David, the servant of Saul the king of Israel, which hath been with me these days, or these years, and I have found no fault in him since he fell unto me unto this day?",neutral
151,jeremiah_4_17,"As keepers of a field, are they against her round about; because she hath been rebellious against me, saith the LORD.",anger
152,2_kings_12_13,"Howbeit there were not made for the house of the LORD bowls of silver, snuffers, basons, trumpets, any vessels of gold, or vessels of silver, of the money that was brought into the house of the LORD:",neutral
153,1_corinthians_4_8,"Now ye are full, now ye are rich, ye have reigned as kings without us: and I would to God ye did reign, that we also might reign with you.",disgust
154,john_10_27,"My sheep hear my voice, and I know them, and they follow me:",joy
155,numbers_4_9,"And they shall take a cloth of blue, and cover the candlestick of the light, and his lamps, and his tongs, and his snuffdishes, and all the oil vessels thereof, wherewith they minister unto it:",neutral
156,zechariah_12_7,"The LORD also shall save the tents of Judah first, that the glory of the house of David and the glory of the inhabitants of Jerusalem do not magnify themselves against Judah.",joy
157,1_kings_16_10,"And Zimri went in and smote him, and killed him, in the twenty and seventh year of Asa king of Judah, and reigned in his stead.",anger
158,ezekiel_16_37,"Behold, therefore I will gather all thy lovers, with whom thou hast taken pleasure, and all them that thou hast loved, with all them that thou hast hated; I will even gather them round about against thee, and will discover thy nakedness unto them, that they may see all thy nakedness.",disgust
159,exodus_38_21,"This is the sum of the tabernacle, even of the tabernacle of testimony, as it was counted, according to the commandment of Moses, for the service of the Levites, by the hand of Ithamar, son to Aaron the priest.",neutral
160,1_kings_1_12,"Now therefore come, let me, I pray thee, give thee counsel, that thou mayest save thine own life, and the life of thy son Solomon.",fear
161,2_kings_9_35,"And they went to bury her: but they found no more of her than the skull, and the feet, and the palms of her hands.",surprise
162,jeremiah_46_1,The word of the LORD which came to Jeremiah the prophet against the Gentiles;,anger
163,john_7_5,For neither did his brethren believe in him.,sadness
164,leviticus_16_29,"And this shall be a statute for ever unto you: that in the seventh month, on the tenth day of the month, ye shall afflict your souls, and do no work at all, whether it be one of your own country, or a stranger that sojourneth among you:",sadness
165,exodus_39_10,"And they set in it four rows of stones: the first row was a sardius, a topaz, and a carbuncle: this was the first row.",neutral
166,acts_14_8,"And there sat a certain man at Lystra, impotent in his feet, being a cripple from his mother's womb, who never had walked:",sadness
167,psalms_50_19,"Thou givest thy mouth to evil, and thy tongue frameth deceit.",anger
168,isaiah_28_3,"The crown of pride, the drunkards of Ephraim, shall be trodden under feet:",disgust
169,deuteronomy_3_28,"But charge Joshua, and encourage him, and strengthen him: for he shall go over before this people, and he shall cause them to inherit the land which thou shalt see.",joy
170,1_chronicles_13_6,"And David went up, and all Israel, to Baalah, that is, to Kirjath-jearim, which belonged to Judah, to bring up thence the ark of God the LORD, that dwelleth between the cherubims, whose name is called on it.",joy
171,luke_8_28,"When he saw Jesus, he cried out, and fell down before him, and with a loud voice said, What have I to do with thee, Jesus, thou Son of God most high? I beseech thee, torment me not.",fear
172,romans_5_18,Therefore as by the offence of one judgment came upon all men to condemnation; even so by the righteousness of one the free gift came upon all men unto justification of life.,joy
173,psalms_28_8,"The LORD is their strength, and he is the saving strength of his anointed.",joy
174,proverbs_18_12,"Before destruction the heart of man is haughty, and before honour is humility.",neutral
175,genesis_11_22,"And Serug lived thirty years, and begat Nahor:",neutral
176,1_chronicles_24_31,"These likewise cast lots over against their brethren the sons of Aaron in the presence of David the king, and Zadok, and Ahimelech, and the chief of the fathers of the priests and Levites, even the principal fathers over against their younger brethren.",neutral
177,1_kings_19_12,And after the earthquake a fire; but the LORD was not in the fire: and after the fire a still small voice.,surprise
178,hebrews_11_11,"Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.",joy
179,psalms_37_16,A little that a righteous man hath is better than the riches of many wicked.,joy
180,1_samuel_10_4,"And they will salute thee, and give thee two loaves of bread; which thou shalt receive of their hands.",joy
181,2_kings_13_8,"Now the rest of the acts of Jehoahaz, and all that he did, and his might, are they not written in the book of the chronicles of the kings of Israel?",neutral
182,exodus_36_4,"And all the wise men, that wrought all the work of the sanctuary, came every man from his work which they made;",neutral
183,matthew_4_4,"But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.",neutral
184,esther_4_1,"When Mordecai perceived all that was done, Mordecai rent his clothes, and put on sackcloth with ashes, and went out into the midst of the city, and cried with a loud and a bitter cry;",sadness
185,1_corinthians_14_13,Wherefore let him that speaketh in an unknown tongue pray that he may interpret.,neutral
186,nehemiah_5_17,"Moreover there were at my table an hundred and fifty of the Jews and rulers, beside those that came unto us from among the heathen that are about us.",neutral
187,ecclesiastes_5_17,"All his days also he eateth in darkness, and he hath much sorrow and wrath with his sickness.",sadness
188,ezekiel_29_6,"And all the inhabitants of Egypt shall know that I am the LORD, because they have been a staff of reed to the house of Israel.",surprise
189,job_32_19,"Behold, my belly is as wine which hath no vent; it is ready to burst like new bottles.",surprise
190,proverbs_24_33,"Yet a little sleep, a little slumber, a little folding of the hands to sleep:",neutral
191,numbers_15_37,"And the LORD spake unto Moses, saying,",neutral
192,1_kings_22_21,"And there came forth a spirit, and stood before the LORD, and said, I will persuade him.",surprise
193,deuteronomy_28_3,"Blessed shalt thou be in the city, and blessed shalt thou be in the field.",joy
194,genesis_18_7,"And Abraham ran unto the herd, and fetcht a calf tender and good, and gave it unto a young man; and he hasted to dress it.",joy
195,2_chronicles_34_16,"And Shaphan carried the book to the king, and brought the king word back again, saying, All that was committed to thy servants, they do it.",neutral
196,deuteronomy_13_14,"Then shalt thou enquire, and make search, and ask diligently; and, behold, if it be truth, and the thing certain, that such abomination is wrought among you;",disgust
197,nehemiah_12_23,"The sons of Levi, the chief of the fathers, were written in the book of the chronicles, even until the days of Johanan the son of Eliashib.",neutral
198,2_chronicles_1_9,"Now, O LORD God, let thy promise unto David my father be established: for thou hast made me king over a people like the dust of the earth in multitude.",joy
199,amos_1_15,"And their king shall go into captivity, he and his princes together, saith the LORD.",sadness
200,romans_14_13,"Let us not therefore judge one another any more: but judge this rather, that no man put a stumblingblock or an occasion to fall in his brother's way.",neutral
201,leviticus_6_12,"And the fire upon the altar shall be burning in it; it shall not be put out: and the priest shall burn wood on it every morning, and lay the burnt offering in order upon it; and he shall burn thereon the fat of the peace offerings.",neutral
202,romans_16_9,"Salute Urbane, our helper in Christ, and Stachys my beloved.",joy
203,ezekiel_37_19,"Say unto them, Thus saith the Lord GOD; Behold, I will take the stick of Joseph, which is in the hand of Ephraim, and the tribes of Israel his fellows, and will put them with him, even with the stick of Judah, and make them one stick, and they shall be one in mine hand.",joy
204,deuteronomy_20_3,"And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them;",fear
205,matthew_17_9,"And as they came down from the mountain, Jesus charged them, saying, Tell the vision to no man, until the Son of man be risen again from the dead.",surprise
206,romans_6_1,"What shall we say then? Shall we continue in sin, that grace may abound?",neutral
207,isaiah_21_17,"And the residue of the number of archers, the mighty men of the children of Kedar, shall be diminished: for the LORD God of Israel hath spoken it.",sadness
208,jeremiah_6_14,"They have healed also the hurt of the daughter of my people slightly, saying, Peace, peace; when there is no peace.",sadness
209,numbers_10_20,And over the host of the tribe of the children of Gad was Eliasaph the son of Deuel.,neutral
210,1_samuel_14_13,"And Jonathan climbed up upon his hands and upon his feet, and his armourbearer after him: and they fell before Jonathan; and his armourbearer slew after him.",anger
211,jeremiah_36_6,"Therefore go thou, and read in the roll, which thou hast written from my mouth, the words of the LORD in the ears of the people in the LORD'S house upon the fasting day: and also thou shalt read them in the ears of all Judah that come out of their cities.",neutral
212,john_10_31,Then the Jews took up stones again to stone him.,anger
213,exodus_11_1,"And the LORD said unto Moses, Yet will I bring one plague more upon Pharaoh, and upon Egypt; afterwards he will let you go hence: when he shall let you go, he shall surely thrust you out hence altogether.",anger
214,ezekiel_46_6,"And in the day of the new moon it shall be a young bullock without blemish, and six lambs, and a ram: they shall be without blemish.",neutral
215,amos_8_9,"And it shall come to pass in that day, saith the Lord GOD, that I will cause the sun to go down at noon, and I will darken the earth in the clear day:",surprise
216,exodus_29_15,Thou shalt also take one ram; and Aaron and his sons shall put their hands upon the head of the ram.,neutral
217,genesis_27_4,"And make me savoury meat, such as I love, and bring it to me, that I may eat; that my soul may bless thee before I die.",joy
218,judges_10_4,"And he had thirty sons that rode on thirty ass colts, and they had thirty cities, which are called Havoth-jair unto this day, which are in the land of Gilead.",neutral
219,ezekiel_39_10,"So that they shall take no wood out of the field, neither cut down any out of the forests; for they shall burn the weapons with fire: and they shall spoil those that spoiled them, and rob those that robbed them, saith the Lord GOD.",anger
220,2_samuel_19_8,"Then the king arose, and sat in the gate. And they told unto all the people, saying, Behold, the king doth sit in the gate. And all the people came before the king: for Israel had fled every man to his tent.",neutral
221,1_peter_4_1,"Forasmuch then as Christ hath suffered for us in the flesh, arm yourselves likewise with the same mind: for he that hath suffered in the flesh hath ceased from sin;",neutral
222,judges_18_16,"And the six hundred men appointed with their weapons of war, which were of the children of Dan, stood by the entering of the gate.",neutral
223,ecclesiastes_11_1,Cast thy bread upon the waters: for thou shalt find it after many days.,neutral
