id,verse_id,verse,label
22,john_3_19,"And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.",disgust
23,numbers_12_11,"And Aaron said unto Moses, Alas, my lord, I beseech thee, lay not the sin upon us, wherein we have done foolishly, and wherein we have sinned.",sadness
24,psalms_102_4,"My heart is smitten, and withered like grass; so that I forget to eat my bread.",sadness
25,galatians_3_15,"Brethren, I speak after the manner of men; Though it be but a man's covenant, yet if it be confirmed, no man disannulleth, or addeth thereto.",neutral
26,ezekiel_30_10,Thus saith the Lord GOD; I will also make the multitude of Egypt to cease by the hand of Nebuchadrezzar king of Babylon.,anger
27,1_chronicles_16_22,"Saying, Touch not mine anointed, and do my prophets no harm.",neutral
28,revelation_15_7,"And one of the four beasts gave unto the seven angels seven golden vials full of the wrath of God, who liveth for ever and ever.",anger
29,proverbs_24_21,"My son, fear thou the LORD and the king: and meddle not with them that are given to change:",fear
30,jeremiah_22_12,"But he shall die in the place whither they have led him captive, and shall see this land no more.",sadness
31,luke_12_43,"Blessed is that servant, whom his lord when he cometh shall find so doing.",joy
32,lamentations_1_7,"Jerusalem remembered in the days of her affliction and of her miseries all her pleasant things that she had in the days of old, when her people fell into the hand of the enemy, and none did help her: the adversaries saw her, and did mock at her sabbaths.",sadness
33,luke_18_35,"And it came to pass, that as he was come nigh unto Jericho, a certain blind man sat by the way side begging:",sadness
34,job_6_29,"Return, I pray you, let it not be iniquity; yea, return again, my righteousness is in it.",anger
35,1_corinthians_15_34,"Awake to righteousness, and sin not; for some have not the knowledge of God: I speak this to your shame.",disgust
36,nehemiah_7_11,"The children of Pahath-moab, of the children of Jeshua and Joab, two thousand and eight hundred and eighteen.",neutral
37,proverbs_6_33,A wound and dishonour shall he get; and his reproach shall not be wiped away.,sadness
38,proverbs_23_25,"Thy father and thy mother shall be glad, and she that bare thee shall rejoice.",joy
39,psalms_119_13,With my lips have I declared all the judgments of thy mouth.,joy
40,psalms_147_4,He telleth the number of the stars; he calleth them all by their names.,neutral
41,acts_4_35,And laid them down at the apostles' feet: and distribution was made unto every man according as he had need.,joy
42,acts_24_22,"And when Felix heard these things, having more perfect knowledge of that way, he deferred them, and said, When Lysias the chief captain shall come down, I will know the uttermost of your matter.",neutral
43,psalms_106_39,"Thus were they defiled with their own works, and went a whoring with their own inventions.",disgust
44,colossians_1_27,"To whom God would make known what is the riches of the glory of this mystery among the Gentiles; which is Christ in you, the hope of glory:",joy
45,exodus_28_42,And thou shalt make them linen breeches to cover their nakedness; from the loins even unto the thighs they shall reach:,neutral
46,isaiah_48_22,"There is no peace, saith the LORD, unto the wicked.",sadness
47,deuteronomy_31_26,"Take this book of the law, and put it in the side of the ark of the covenant of the LORD your God, that it may be there for a witness against thee.",fear
48,luke_19_38,"Saying, Blessed be the King that cometh in the name of the Lord: peace in heaven, and glory in the highest.",joy
49,ezekiel_43_26,Seven days shall they purge the altar and purify it; and they shall consecrate themselves.,neutral
50,esther_9_6,And in Shushan the palace the Jews slew and destroyed five hundred men.,anger
51,isaiah_2_20,"In that day a man shall cast his idols of silver, and his idols of gold, which they made each one for himself to worship, to the moles and to the bats;",disgust
52,job_38_29,"Out of whose womb came the ice? and the hoary frost of heaven, who hath gendered it?",surprise
53,romans_6_22,"But now being made free from sin, and become servants to God, ye have your fruit unto holiness, and the end everlasting life.",joy
54,mark_14_72,"And the second time the cock crew. And Peter called to mind the word that Jesus said unto him, Before the cock crow twice, thou shalt deny me thrice. And when he thought thereon, he wept.",sadness
55,1_samuel_17_22,"And David left his carriage in the hand of the keeper of the carriage, and ran into the army, and came and saluted his brethren.",joy
56,deuteronomy_4_45,"These are the testimonies, and the statutes, and the judgments, which Moses spake unto the children of Israel, after they came forth out of Egypt,",neutral
57,2_corinthians_12_13,"For what is it wherein ye were inferior to other churches, except it be that I myself was not burdensome to you? forgive me this wrong.",sadness
58,2_kings_2_2,"And Elijah said unto Elisha, Tarry here, I pray thee; for the LORD hath sent me to Bethel. And Elisha said unto him, As the LORD liveth, and as thy soul liveth, I will not leave thee. So they went down to Bethel.",joy
59,numbers_7_44,"One golden spoon of ten shekels, full of incense:",neutral
60,james_3_5,"Even so the tongue is a little member, and boasteth great things. Behold, how great a matter a little fire kindleth!",anger
61,2_samuel_9_6,"Now when Mephibosheth, the son of Jonathan, the son of Saul, was come unto David, he fell on his face, and did reverence. And David said, Mephibosheth. And he answered, Behold thy servant!",neutral
62,jeremiah_25_31,"A noise shall come even to the ends of the earth; for the LORD hath a controversy with the nations, he will plead with all flesh; he will give them that are wicked to the sword, saith the LORD.",anger
63,numbers_7_54,"On the eighth day offered Gamaliel the son of Pedahzur, prince of the children of Manasseh:",neutral
64,genesis_1_16,"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.",joy
65,1_timothy_6_1,"Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and his doctrine be not blasphemed.",neutral
66,genesis_4_3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.",neutral
67,ezekiel_30_12,"And I will make the rivers dry, and sell the land into the hand of the wicked: and I will make the land waste, and all that is therein, by the hand of strangers: I the LORD have spoken it.",fear
68,ezekiel_27_29,"And all that handle the oar, the mariners, and all the pilots of the sea, shall come down from their ships, they shall stand upon the land;",sadness
69,2_chronicles_13_11,"And they burn unto the LORD every morning and every evening burnt sacrifices and sweet incense: the shewbread also set they in order upon the pure table; and the candlestick of gold with the lamps thereof, to burn every evening: for we keep the charge of the LORD our God; but ye have forsaken him.",anger
70,jeremiah_38_10,"Then the king commanded Ebed-melech the Ethiopian, saying, Take from hence thirty men with thee, and take up Jeremiah the prophet out of the dungeon, before he die.",joy
71,luke_1_72,"To perform the mercy promised to our fathers, and to remember his holy covenant;",joy
72,numbers_5_30,"Or when the spirit of jealousy cometh upon him, and he be jealous over his wife, and shall set the woman before the LORD, and the priest shall execute upon her all this law.",anger
73,john_5_29,"And shall come forth; they that have done good, unto the resurrection of life; and they that have done evil, unto the resurrection of damnation.",fear
74,psalms_106_12,Then believed they his words; they sang his praise.,joy
75,mark_13_23,"But take ye heed: behold, I have foretold you all things.",fear
76,leviticus_25_7,"And for thy cattle, and for the beast that are in thy land, shall all the increase thereof be meat.",neutral
77,2_chronicles_5_3,Wherefore all the men of Israel assembled themselves unto the king in the feast which was in the seventh month.,neutral
78,ezekiel_30_8,"And they shall know that I am the LORD, when I have set a fire in Egypt, and when all her helpers shall be destroyed.",anger
79,numbers_3_16,"And Moses numbered them according to the word of the LORD, as he was commanded.",neutral
80,joshua_10_38,"And Joshua returned, and all Israel with him, to Debir; and fought against it:",anger
81,numbers_20_9,"And Moses took the rod from before the LORD, as he commanded him.",neutral
82,nehemiah_11_31,"The children also of Benjamin from Geba dwelt at Michmash, and Aija, and Bethel, and in their villages,",neutral
83,jeremiah_41_8,"But ten men were found among them that said unto Ishmael, Slay us not: for we have treasures in the field, of wheat, and of barley, and of oil, and of honey. So he forbare, and slew them not among their brethren.",fear
84,proverbs_21_15,It is joy to the just to do judgment: but destruction shall be to the workers of iniquity.,joy
85,genesis_49_21,Naphtali is a hind let loose: he giveth goodly words.,joy
86,luke_19_48,And could not find what they might do: for all the people were very attentive to hear him.,surprise
87,genesis_19_33,"And they made their father drink wine that night: and the firstborn went in, and lay with her father; and he perceived not when she lay down, nor when she arose.",disgust
88,jeremiah_29_30,"Then came the word of the LORD unto Jeremiah, saying,",neutral
89,exodus_12_43,"And the LORD said unto Moses and Aaron, This is the ordinance of the passover: There shall no stranger eat thereof:",neutral
90,romans_10_8,"But what saith it? The word is nigh thee, even in thy mouth, and in thy heart: that is, the word of faith, which we preach;",joy
91,2_chronicles_29_24,"And the priests killed them, and they made reconciliation with their blood upon the altar, to make an atonement for all Israel: for the king commanded that the burnt offering and the sin offering should be made for all Israel.",joy
92,psalms_37_26,"He is ever merciful, and lendeth; and his seed is blessed.",joy
93,job_18_7,"The steps of his strength shall be straitened, and his own counsel shall cast him down.",sadness
94,matthew_3_2,"And saying, Repent ye: for the kingdom of heaven is at hand.",neutral
95,ezra_2_30,"The children of Magbish, an hundred fifty and six.",neutral
96,ezekiel_5_14,"Moreover I will make thee waste, and a reproach among the nations that are round about thee, in the sight of all that pass by.",anger
97,ezekiel_17_23,"In the mountain of the height of Israel will I plant it: and it shall bring forth boughs, and bear fruit, and be a goodly cedar: and under it shall dwell all fowl of every wing; in the shadow of the branches thereof shall they dwell.",joy
98,isaiah_42_19,"Who is blind, but my servant? or deaf, as my messenger that I sent? who is blind as he that is perfect, and blind as the LORD'S servant?",disgust
99,psalms_5_4,For thou art not a God that hath pleasure in wickedness: neither shall evil dwell with thee.,anger
100,1_chronicles_26_14,"And the lot eastward fell to Shelemiah. Then for Zechariah his son, a wise counsellor, they cast lots; and his lot came out northward.",neutral
101,job_7_8,"The eye of him that hath seen me shall see me no more: thine eyes are upon me, and I am not.",sadness
102,psalms_116_14,I will pay my vows unto the LORD now in the presence of all his people.,joy
103,leviticus_19_18,"Thou shalt not avenge, nor bear any grudge against the children of thy people, but thou shalt love thy neighbour as thyself: I am the LORD.",joy
104,jeremiah_16_13,"Therefore will I cast you out of this land into a land that ye know not, neither ye nor your fathers; and there shall ye serve other gods day and night; where I will not shew you favour.",sadness
105,deuteronomy_4_44,And this is the law which Moses set before the children of Israel:,neutral
106,matthew_27_39,"And they that passed by reviled him, wagging their heads,",disgust
107,1_chronicles_26_4,"Moreover the sons of Obed-edom were, Shemaiah the firstborn, Jehozabad the second, Joah the third, and Sacar the fourth, and Nethaneel the fifth,",neutral
108,deuteronomy_8_13,"And when thy herds and thy flocks multiply, and thy silver and thy gold is multiplied, and all that thou hast is multiplied;",joy
109,2_chronicles_24_19,"Yet he sent prophets to them, to bring them again unto the LORD; and they testified against them: but they would not give ear.",anger
110,ezekiel_17_9,"Say thou, Thus saith the Lord GOD; Shall it prosper? shall he not pull up the roots thereof, and cut off the fruit thereof, that it wither? it shall wither in all the leaves of her spring, even without great power or many people to pluck it up by the roots thereof.",sadness
111,numbers_2_1,"And the LORD spake unto Moses and unto Aaron, saying,",neutral
112,mark_15_21,"And they compel one Simon a Cyrenian, who passed by, coming out of the country, the father of Alexander and Rufus, to bear his cross.",sadness
113,ezekiel_29_10,"Behold, therefore I am against thee, and against thy rivers, and I will make the land of Egypt utterly waste and desolate, from the tower of Syene even unto the border of Ethiopia.",anger
114,zephaniah_2_11,"The LORD will be terrible unto them: for he will famish all the gods of the earth; and men shall worship him, every one from his place, even all the isles of the heathen.",fear
115,joshua_2_18,"Behold, when we come into the land, thou shalt bind this line of scarlet thread in the window which thou didst let us down by: and thou shalt bring thy father, and thy mother, and thy brethren, and all thy father's household, home unto thee.",fear
116,revelation_6_3,"And when he had opened the second seal, I heard the second beast say, Come and see.",surprise
117,1_samuel_28_22,"Now therefore, I pray thee, hearken thou also unto the voice of thine handmaid, and let me set a morsel of bread before thee; and eat, that thou mayest have strength, when thou goest on thy way.",joy
118,john_10_33,"The Jews answered him, saying, For a good work we stone thee not; but for blasphemy; and because that thou, being a man, makest thyself God.",anger
119,leviticus_4_17,"And the priest shall dip his finger in some of the blood, and sprinkle it seven times before the LORD, even before the vail.",neutral
120,numbers_26_58,"These are the families of the Levites: the family of the Libnites, the family of the Hebronites, the family of the Mahlites, the family of the Mushites, the family of the Korathites. And Kohath begat Amram.",neutral
121,matthew_9_36,"But when he saw the multitudes, he was moved with compassion on them, because they fainted, and were scattered abroad, as sheep having no shepherd.",joy
122,amos_1_3,"Thus saith the LORD; For three transgressions of Damascus, and for four, I will not turn away the punishment thereof; because they have threshed Gilead with threshing instruments of iron:",anger
123,exodus_34_13,"But ye shall destroy their altars, break their images, and cut down their groves:",anger
124,job_29_4,"As I was in the days of my youth, when the secret of God was upon my tabernacle;",sadness
125,ezekiel_33_18,"When the righteous turneth from his righteousness, and committeth iniquity, he shall even die thereby.",fear
126,ecclesiastes_1_15,That which is crooked cannot be made straight: and that which is wanting cannot be numbered.,sadness
127,jeremiah_44_22,"So that the LORD could no longer bear, because of the evil of your doings, and because of the abominations which ye have committed; therefore is your land a desolation, and an astonishment, and a curse, without an inhabitant, as at this day.",anger
128,john_14_19,"Yet a little while, and the world seeth me no more; but ye see me: because I live, ye shall live also.",joy
129,hosea_1_11,"Then shall the children of Judah and the children of Israel be gathered together, and appoint themselves one head, and they shall come up out of the land: for great shall be the day of Jezreel.",joy
130,luke_8_41,"And, behold, there came a man named Jairus, and he was a ruler of the synagogue: and he fell down at Jesus' feet, and besought him that he would come into his house:",fear
131,judges_7_10,"But if thou fear to go down, go thou with Phurah thy servant down to the host:",fear
132,1_kings_21_28,"And the word of the LORD came to Elijah the Tishbite, saying,",neutral
133,job_29_14,"I put on righteousness, and it clothed me: my judgment was as a robe and a diadem.",joy
134,2_chronicles_25_26,"Now the rest of the acts of Amaziah, first and last, behold, are they not written in the book of the kings of Judah and Israel?",neutral
135,titus_3_12,"When I shall send Artemas unto thee, or Tychicus, be diligent to come unto me to Nicopolis: for I have determined there to winter.",neutral
136,daniel_6_20,"And when he came to the den, he cried with a lamentable voice unto Daniel: and the king spake and said to Daniel, O Daniel, servant of the living God, is thy God, whom thou servest continually, able to deliver thee from the lions?",fear
137,romans_1_3,"Concerning his Son Jesus Christ our Lord, which was made of the seed of David according to the flesh;",joy
138,exodus_12_34,"And the people took their dough before it was leavened, their kneadingtroughs being bound up in their clothes upon their shoulders.",neutral
139,deuteronomy_23_14,"For the LORD thy God walketh in the midst of thy camp, to deliver thee, and to give up thine enemies before thee; therefore shall thy camp be holy: that he see no unclean thing in thee, and turn away from thee.",joy
140,2_peter_2_1,"But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.",anger
141,joshua_2_21,"And she said, According unto your words, so be it. And she sent them away, and they departed: and she bound the scarlet line in the window.",neutral
142,psalms_143_11,"Quicken me, O LORD, for thy name's sake: for thy righteousness' sake bring my soul out of trouble.",fear
143,proverbs_11_7,"When a wicked man dieth, his expectation shall perish: and the hope of unjust men perisheth.",sadness
144,jeremiah_19_6,"Therefore, behold, the days come, saith the LORD, that this place shall no more be called Tophet, nor The valley of the son of Hinnom, but The valley of slaughter.",anger
145,1_samuel_19_7,"And Jonathan called David, and Jonathan shewed him all those things. And Jonathan brought David to Saul, and he was in his presence, as in times past.",joy
146,jeremiah_6_24,"We have heard the fame thereof: our hands wax feeble: anguish hath taken hold of us, and pain, as of a woman in travail.",fear
147,1_chronicles_25_22,"The fifteenth to Jeremoth, he, his sons, and his brethren, were twelve:",neutral
148,genesis_46_23,And the sons of Dan; Hushim.,neutral
149,1_samuel_10_24,"And Samuel said to all the people, See ye him whom the LORD hath chosen, that there is none like him among all the people? And all the people shouted, and said, God save the king.",joy
150,matthew_14_7,Whereupon he promised with an oath to give her whatsoever she would ask.,neutral
151,exodus_12_27,"That ye shall say, It is the sacrifice of the LORD'S passover, who passed over the houses of the children of Israel in Egypt, when he smote the Egyptians, and delivered our houses. And the people bowed the head and worshipped.",joy
152,1_kings_1_39,"And Zadok the priest took an horn of oil out of the tabernacle, and anointed Solomon. And they blew the trumpet; and all the people said, God save king Solomon.",joy
153,john_3_3,"Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.",neutral
154,job_6_30,Is there iniquity in my tongue? cannot my taste discern perverse things?,anger
155,philippians_2_7,"But made himself of no reputation, and took upon him the form of a servant, and was made in the likeness of men:",joy
156,john_5_3,"In these lay a great multitude of impotent folk, of blind, halt, withered, waiting for the moving of the water.",sadness
157,1_kings_15_21,"And it came to pass, when Baasha heard thereof, that he left off building of Ramah, and dwelt in Tirzah.",neutral
158,hebrews_9_17,For a testament is of force after men are dead: otherwise it is of no strength at all while the testator liveth.,neutral
159,ezekiel_16_39,"And I will also give thee into their hand, and they shall throw down thine eminent place, and shall break down thy high places: they shall strip thee also of thy clothes, and shall take thy fair jewels, and leave thee naked and bare.",disgust
160,ezekiel_24_26,"That he that escapeth in that day shall come unto thee, to cause thee to hear it with thine ears?",surprise
161,lamentations_4_11,"The LORD hath accomplished his fury; he hath poured out his fierce anger, and hath kindled a fire in Zion, and it hath devoured the foundations thereof.",anger
162,jeremiah_38_25,"But if the princes hear that I have talked with thee, and they come unto thee, and say unto thee, Declare unto us now what thou hast said unto the king, hide it not from us, and we will not put thee to death; also what the king said unto thee:",fear
163,genesis_37_3,"Now Israel loved Joseph more than all his children, because he was the son of his old age: and he made him a coat of many colours.",joy
164,job_30_19,"He hath cast me into the mire, and I am become like dust and ashes.",sadness
165,esther_2_5,"Now in Shushan the palace there was a certain Jew, whose name was Mordecai, the son of Jair, the son of Shimei, the son of Kish, a Benjamite;",neutral
166,job_24_9,"They pluck the fatherless from the breast, and take a pledge of the poor.",sadness
167,2_chronicles_25_17,"Then Amaziah king of Judah took advice, and sent to Joash, the son of Jehoahaz, the son of Jehu, king of Israel, saying, Come, let us see one another in the face.",neutral
168,1_chronicles_6_76,"And out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kirjathaim with her suburbs.",neutral
169,jeremiah_46_18,"As I live, saith the King, whose name is the LORD of hosts, Surely as Tabor is among the mountains, and as Carmel by the sea, so shall he come.",anger
170,ecclesiastes_7_24,"That which is far off, and exceeding deep, who can find it out?",sadness
171,jeremiah_24_9,"And I will deliver them to be removed into all the kingdoms of the earth for their hurt, to be a reproach and a proverb, a taunt and a curse, in all places whither I shall drive them.",anger
172,1_chronicles_28_5,"And of all my sons, (for the LORD hath given me many sons,) he hath chosen Solomon my son to sit upon the throne of the kingdom of the LORD over Israel.",joy
173,deuteronomy_11_18,"Therefore shall ye lay up these my words in your heart and in your soul, and bind them for a sign upon your hand, that they may be as frontlets between your eyes.",neutral
174,2_kings_8_11,"And he settled his countenance stedfastly, until he was ashamed: and the man of God wept.",sadness
175,leviticus_27_10,"He shall not alter it, nor change it, a good for a bad, or a bad for a good: and if he shall at all change beast for beast, then it and the exchange thereof shall be holy.",neutral
176,matthew_14_31,"And immediately Jesus stretched forth his hand, and caught him, and said unto him, O thou of little faith, wherefore didst thou doubt?",fear
177,mark_8_23,"And he took the blind man by the hand, and led him out of the town; and when he had spit on his eyes, and put his hands upon him, he asked him if he saw ought.",joy
178,daniel_4_28,All this came upon the king Nebuchadnezzar.,neutral
179,exodus_10_25,"And Moses said, Thou must give us also sacrifices and burnt offerings, that we may sacrifice unto the LORD our God.",neutral
180,2_samuel_17_2,"And I will come upon him while he is weary and weak handed, and will make him afraid: and all the people that are with him shall flee; and I will smite the king only:",fear
181,ezekiel_44_26,"And after he is cleansed, they shall reckon unto him seven days.",neutral
182,job_6_15,"My brethren have dealt deceitfully as a brook, and as the stream of brooks they pass away;",sadness
183,acts_12_11,"And when Peter was come to himself, he said, Now I know of a surety, that the Lord hath sent his angel, and hath delivered me out of the hand of Herod, and from all the expectation of the people of the Jews.",joy
184,luke_11_22,"But when a stronger than he shall come upon him, and overcome him, he taketh from him all his armour wherein he trusted, and divideth his spoils.",anger
185,2_chronicles_3_16,"And he made chains, as in the oracle, and put them on the heads of the pillars; and made an hundred pomegranates, and put them on the chains.",neutral
186,joshua_15_48,"And in the mountains, Shamir, and Jattir, and Socoh,",neutral
187,exodus_26_5,"Fifty loops shalt thou make in the one curtain, and fifty loops shalt thou make in the edge of the curtain that is in the coupling of the second; that the loops may take hold one of another.",neutral
188,isaiah_51_12,"I, even I, am he that comforteth you: who art thou, that thou shouldest be afraid of a man that shall die, and of the son of man which shall be made as grass;",joy
189,ezekiel_10_17,"When they stood, these stood; and when they were lifted up, these lifted up themselves also: for the spirit of the living creature was in them.",surprise
190,daniel_5_20,"But when his heart was lifted up, and his mind hardened in pride, he was deposed from his kingly throne, and they took his glory from him:",disgust
191,jeremiah_38_28,So Jeremiah abode in the court of the prison until the day that Jerusalem was taken: and he was there when Jerusalem was taken.,sadness
192,numbers_33_34,"And they removed from Jotbathah, and encamped at Ebronah.",neutral
193,ephesians_6_3,"That it may be well with thee, and thou mayest live long on the earth.",joy
194,philippians_2_24,But I trust in the Lord that I also myself shall come shortly.,joy
195,jeremiah_25_38,"He hath forsaken his covert, as the lion: for their land is desolate because of the fierceness of the oppressor, and because of his fierce anger.",anger
196,judges_21_18,"Howbeit we may not give them wives of our daughters: for the children of Israel have sworn, saying, Cursed be he that giveth a wife to Benjamin.",sadness
197,genesis_50_3,And forty days were fulfilled for him; for so are fulfilled the days of those which are embalmed: and the Egyptians mourned for him threescore and ten days.,sadness
198,isaiah_46_6,"They lavish gold out of the bag, and weigh silver in the balance, and hire a goldsmith; and he maketh it a god: they fall down, yea, they worship.",disgust
199,exodus_9_5,"And the LORD appointed a set time, saying, To morrow the LORD shall do this thing in the land.",neutral
200,zechariah_14_1,"Behold, the day of the LORD cometh, and thy spoil shall be divided in the midst of thee.",fear
201,numbers_20_24,"Aaron shall be gathered unto his people: for he shall not enter into the land which I have given unto the children of Israel, because ye rebelled against my word at the water of Meribah.",sadness
202,1_kings_18_13,"Was it not told my lord what I did when Jezebel slew the prophets of the LORD, how I hid an hundred men of the LORD'S prophets by fifty in a cave, and fed them with bread and water?",joy
203,numbers_3_50,"Of the firstborn of the children of Israel took he the money; a thousand three hundred and threescore and five shekels, after the shekel of the sanctuary:",neutral
204,daniel_3_16,"Shadrach, Meshach, and Abed-nego, answered and said to the king, O Nebuchadnezzar, we are not careful to answer thee in this matter.",joy
205,job_33_32,"If thou hast any thing to say, answer me: speak, for I desire to justify thee.",neutral
206,jeremiah_21_6,"And I will smite the inhabitants of this city, both man and beast: they shall die of a great pestilence.",anger
207,job_39_4,"Their young ones are in good liking, they grow up with corn; they go forth, and return not unto them.",joy
208,ezekiel_45_24,"And he shall prepare a meat offering of an ephah for a bullock, and an ephah for a ram, and an hin of oil for an ephah.",neutral
209,jeremiah_48_5,For in the going up of Luhith continual weeping shall go up; for in the going down of Horonaim the enemies have heard a cry of destruction.,sadness
210,1_samuel_23_2,"Therefore David enquired of the LORD, saying, Shall I go and smite these Philistines? And the LORD said unto David, Go, and smite the Philistines, and save Keilah.",neutral
211,genesis_10_6,"And the sons of Ham; Cush, and Mizraim, and Phut, and Canaan.",neutral
212,luke_19_8,"And Zacchaeus stood, and said unto the Lord; Behold, Lord, the half of my goods I give to the poor; and if I have taken any thing from any man by false accusation, I restore him fourfold.",joy
213,revelation_6_8,"And I looked, and behold a pale horse: and his name that sat on him was Death, and Hell followed with him. And power was given unto them over the fourth part of the earth, to kill with sword, and with hunger, and with death, and with the beasts of the earth.",fear
214,1_chronicles_7_28,"And their possessions and habitations were, Bethel and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:",neutral
215,1_corinthians_14_5,"I would that ye all spake with tongues, but rather that ye prophesied: for greater is he that prophesieth than he that speaketh with tongues, except he interpret, that the church may receive edifying.",neutral
216,acts_13_32,"And we declare unto you glad tidings, how that the promise which was made unto the fathers,",joy
217,2_chronicles_34_19,"And it came to pass, when the king had heard the words of the law, that he rent his clothes.",sadness
218,malachi_1_13,"Ye said also, Behold, what a weariness is it! and ye have snuffed at it, saith the LORD of hosts; and ye brought that which was torn, and the lame, and the sick; thus ye brought an offering: should I accept this of your hand? saith the LORD.",disgust
219,hebrews_2_17,"Wherefore in all things it behoved him to be made like unto his brethren, that he might be a merciful and faithful high priest in things pertaining to God, to make reconciliation for the sins of the people.",joy
220,1_chronicles_27_22,"Of Dan, Azareel the son of Jeroham. These were the princes of the tribes of Israel.",neutral
221,1_kings_7_17,"And nets of checker work, and wreaths of chain work, for the chapiters which were upon the top of the pillars; seven for the one chapiter, and seven for the other chapiter.",neutral
222,1_samuel_7_13,"So the Philistines were subdued, and they came no more into the coast of Israel: and the hand of the LORD was against the Philistines all the days of Samuel.",joy
223,job_6_22,"Did I say, Bring unto me? or, Give a reward for me of your substance?",sadness
224,exodus_6_27,"These are they which spake to Pharaoh king of Egypt, to bring out the children of Israel from Egypt: these are that Moses and Aaron.",neutral
225,deuteronomy_6_18,"And thou shalt do that which is right and good in the sight of the LORD: that it may be well with thee, and that thou mayest go in and possess the good land which the LORD sware unto thy fathers,",joy
226,leviticus_5_16,"And he shall make amends for the harm that he hath done in the holy thing, and shall add the fifth part thereto, and give it unto the priest: and the priest shall make an atonement for him with the ram of the trespass offering, and it shall be forgiven him.",joy
227,john_8_2,"And early in the morning he came again into the temple, and all the people came unto him; and he sat down, and taught them.",joy
228,numbers_21_13,"From thence they removed, and pitched on the other side of Arnon, which is in the wilderness that cometh out of the coasts of the Amorites: for Arnon is the border of Moab, between Moab and the Amorites.",neutral
229,joshua_15_55,"Maon, Carmel, and Ziph, and Juttah,",neutral
230,2_john_1_10,"If there come any unto you, and bring not this doctrine, receive him not into your house, neither bid him God speed:",anger
231,judges_1_12,"And Caleb said, He that smiteth Kirjath-sepher, and taketh it, to him will I give Achsah my daughter to wife.",neutral
232,1_chronicles_9_30,And some of the sons of the priests made the ointment of the spices.,neutral
233,1_kings_20_41,"And he hasted, and took the ashes away from his face; and the king of Israel discerned him that he was of the prophets.",surprise
