id,verse_id,label
446,ezra_2_43,neutral
447,2_samuel_17_3,joy
448,exodus_28_21,neutral
449,matthew_4_19,joy
450,genesis_32_19,neutral
451,esther_8_3,sadness
452,ezekiel_46_14,neutral
453,2_kings_3_22,surprise
454,genesis_15_5,joy
455,deuteronomy_28_65,fear
456,hosea_1_11,joy
457,1_samuel_20_4,joy
458,james_5_7,neutral
459,matthew_26_4,anger
460,genesis_31_14,sadness
461,1_timothy_5_20,fear
462,proverbs_19_15,disgust
463,job_27_7,anger
464,job_28_14,neutral
465,acts_13_47,joy
466,psalms_29_11,joy
467,exodus_37_24,neutral
468,matthew_15_17,neutral
469,luke_2_37,joy
470,deuteronomy_14_25,neutral
471,genesis_41_9,sadness
472,philippians_1_3,joy
473,exodus_8_6,surprise
474,leviticus_21_11,neutral
475,acts_5_17,anger
476,acts_20_12,joy
477,numbers_19_14,neutral
478,1_kings_10_19,neutral
479,ezra_2_62,sadness
480,acts_27_21,anger
481,isaiah_51_20,anger
482,matthew_22_36,neutral
483,2_kings_20_18,sadness
484,1_chronicles_10_3,sadness
485,2_samuel_7_16,joy
486,ezekiel_37_16,joy
487,daniel_5_14,neutral
488,ezekiel_34_6,sadness
489,job_39_23,neutral
490,luke_12_50,neutral
491,1_thessalonians_5_21,neutral
492,romans_9_6,neutral
493,luke_13_16,joy
494,haggai_2_19,joy
495,leviticus_3_10,neutral
496,luke_23_1,neutral
497,hosea_13_6,sadness
498,1_samuel_17_8,anger
499,exodus_17_5,neutral
500,job_21_6,fear
501,exodus_35_27,neutral
502,ezekiel_17_24,joy
503,acts_15_2,anger
504,zechariah_11_7,sadness
505,psalms_72_8,joy
506,leviticus_4_24,neutral
507,joshua_13_13,neutral
508,jeremiah_44_30,fear
509,isaiah_60_12,anger
510,psalms_74_23,sadness
511,1_chronicles_16_20,neutral
512,psalms_49_15,joy
513,genesis_17_20,joy
514,exodus_34_12,fear
515,1_chronicles_17_18,joy
516,job_38_6,surprise
517,job_30_3,sadness
518,leviticus_7_31,neutral
519,1_chronicles_25_28,neutral
520,luke_15_27,joy
521,john_8_10,surprise
522,psalms_57_10,joy
523,luke_1_53,joy
524,ruth_4_15,joy
525,luke_8_13,joy
526,proverbs_30_29,neutral
527,luke_1_38,joy
528,acts_21_8,neutral
529,john_18_23,anger
530,proverbs_15_6,neutral
531,2_kings_14_2,neutral
532,psalms_92_6,anger
533,isaiah_2_10,fear
534,galatians_4_9,anger
535,ezra_10_9,fear
536,acts_4_29,joy
537,ezekiel_20_23,sadness
538,romans_4_1,neutral
539,1_chronicles_26_9,neutral
540,2_samuel_5_25,joy
541,leviticus_6_29,neutral
542,ezekiel_37_28,joy
543,proverbs_9_5,neutral
544,ezra_5_8,joy
545,psalms_96_4,fear
546,john_5_31,neutral
547,1_kings_7_13,neutral
548,2_samuel_14_4,sadness
549,hebrews_12_14,joy
550,genesis_31_10,neutral
551,isaiah_62_4,joy
552,2_chronicles_17_12,joy
553,psalms_17_9,fear
554,ezekiel_27_19,neutral
555,matthew_12_2,anger
556,exodus_17_9,neutral
557,exodus_10_24,neutral
558,numbers_27_2,neutral
559,ruth_4_11,joy
560,1_kings_4_20,joy
561,matthew_17_19,sadness
562,1_kings_13_33,anger
563,hosea_12_12,neutral
564,revelation_1_6,joy
565,numbers_6_19,neutral
566,proverbs_26_2,neutral
567,genesis_3_23,sadness
568,acts_20_4,neutral
569,1_kings_14_5,surprise
570,john_19_42,sadness
571,1_samuel_7_1,joy
572,jeremiah_50_30,anger
573,isaiah_10_15,anger
574,jeremiah_48_16,fear
575,ezra_3_12,surprise
576,habakkuk_3_15,neutral
577,1_kings_12_32,anger
578,luke_1_33,joy
579,1_peter_1_20,neutral
580,psalms_25_19,fear
581,matthew_27_31,anger
582,isaiah_2_7,neutral
583,numbers_31_8,anger
584,ezekiel_39_10,anger
585,isaiah_41_2,neutral
586,numbers_1_48,neutral
587,nehemiah_10_14,neutral
588,micah_5_10,anger
589,nehemiah_6_9,fear
590,job_5_11,joy
591,2_chronicles_1_4,neutral
592,2_chronicles_22_1,sadness
593,numbers_14_37,fear
594,psalms_18_5,sadness
595,2_kings_16_14,neutral
596,joshua_4_12,neutral
597,ezekiel_16_12,joy
598,ephesians_6_17,joy
599,psalms_109_21,sadness
600,numbers_19_4,neutral
601,mark_14_51,fear
602,revelation_22_14,joy
603,deuteronomy_33_16,joy
604,zechariah_9_13,anger
605,psalms_132_14,joy
606,jeremiah_32_10,neutral
607,ruth_2_6,neutral
608,1_kings_22_37,sadness
609,acts_28_31,joy
610,john_6_10,neutral
611,1_samuel_10_1,joy
612,jeremiah_23_36,sadness
613,genesis_43_13,neutral
614,luke_1_60,surprise
615,2_chronicles_24_24,anger
616,exodus_6_12,sadness
617,daniel_4_32,sadness
618,numbers_31_52,neutral
619,job_14_18,sadness
620,2_chronicles_20_4,joy
621,leviticus_19_22,joy
622,hebrews_3_6,joy
623,john_12_43,neutral
624,hosea_2_15,joy
625,ezekiel_22_3,anger
626,luke_18_43,joy
627,1_kings_14_10,anger
628,isaiah_66_20,joy
629,joshua_6_5,surprise
630,mark_14_20,neutral
631,deuteronomy_2_10,neutral
632,acts_13_15,neutral
633,genesis_24_15,surprise
634,1_chronicles_11_40,neutral
635,exodus_14_27,surprise
636,isaiah_7_19,neutral
637,exodus_12_13,joy
638,job_21_16,disgust
639,1_kings_8_56,joy
640,2_chronicles_28_3,disgust
641,psalms_73_1,joy
642,1_chronicles_2_43,neutral
643,galatians_4_25,sadness
644,deuteronomy_27_15,anger
645,1_timothy_3_2,neutral
646,genesis_36_18,neutral
647,proverbs_14_27,fear
648,matthew_10_36,anger
649,psalms_107_9,joy
650,psalms_37_40,joy
651,2_thessalonians_3_17,neutral
652,proverbs_12_22,disgust
653,matthew_5_25,fear
654,2_corinthians_7_12,neutral
655,nehemiah_4_23,neutral
656,1_chronicles_6_72,neutral
657,psalms_74_6,sadness
658,hosea_1_8,neutral
659,isaiah_42_22,sadness
660,jonah_2_7,joy
661,leviticus_22_11,neutral
662,genesis_5_14,neutral
663,job_26_13,surprise
664,judges_1_8,anger
665,romans_9_19,neutral
666,judges_4_18,neutral
667,job_3_20,sadness
668,psalms_112_10,anger
669,psalms_79_3,sadness
670,leviticus_23_14,neutral
671,isaiah_7_4,fear
672,1_samuel_11_12,anger
673,ezekiel_13_8,anger
674,psalms_102_27,neutral
675,jeremiah_4_13,fear
676,ecclesiastes_11_7,joy
677,2_corinthians_11_25,sadness
678,jeremiah_11_12,sadness
679,nehemiah_12_13,neutral
680,exodus_9_24,fear
681,numbers_7_44,neutral
682,judges_5_9,joy
683,philippians_2_20,neutral
684,2_chronicles_33_15,joy
685,2_samuel_23_2,neutral
686,exodus_29_44,neutral
687,zechariah_6_12,joy
688,esther_2_2,neutral
689,judges_9_39,anger
690,genesis_50_10,sadness
691,ezekiel_11_24,surprise
692,psalms_22_22,joy
693,ezekiel_3_23,surprise
694,deuteronomy_4_16,fear
695,amos_8_8,sadness
696,zephaniah_1_13,sadness
697,luke_8_12,sadness
698,1_corinthians_1_23,surprise
699,genesis_33_2,neutral
700,1_kings_18_44,surprise
701,psalms_65_4,joy
702,john_12_33,sadness
703,ezra_2_8,neutral
704,exodus_4_16,neutral
705,proverbs_21_24,anger
706,joshua_17_2,neutral
707,matthew_20_8,joy
708,isaiah_18_1,fear
709,philippians_1_17,joy
710,isaiah_32_13,sadness
711,habakkuk_1_17,anger
712,psalms_10_1,sadness
713,1_kings_18_11,surprise
714,proverbs_3_20,surprise
715,1_samuel_14_14,surprise
716,luke_6_20,joy
717,amos_7_4,fear
718,exodus_7_2,neutral
719,numbers_1_27,neutral
720,2_kings_2_9,joy
721,joel_2_31,fear
722,2_samuel_5_6,anger
723,jeremiah_36_18,neutral
724,revelation_21_20,neutral
725,joshua_24_23,joy
726,matthew_17_3,surprise
727,mark_1_30,sadness
728,matthew_8_12,sadness
729,isaiah_52_3,joy
730,2_kings_18_31,neutral
731,ezekiel_38_18,anger
732,deuteronomy_14_7,neutral
733,isaiah_7_6,anger
734,ezekiel_42_18,neutral
735,genesis_37_2,disgust
736,psalms_14_1,disgust
737,job_37_21,surprise
738,deuteronomy_10_12,neutral
739,exodus_34_11,neutral
740,hebrews_12_15,sadness
741,numbers_7_89,surprise
742,ezekiel_11_7,anger
743,john_10_36,anger
744,acts_23_25,neutral
745,john_21_8,surprise
746,proverbs_31_25,joy
747,judges_19_11,neutral
748,jeremiah_51_52,sadness
749,genesis_27_21,neutral
750,romans_15_21,surprise
751,exodus_30_13,neutral
752,job_22_29,joy
753,john_19_34,sadness
754,ephesians_4_5,neutral
755,joshua_15_52,neutral
756,acts_6_7,joy
757,2_kings_25_8,neutral
758,hebrews_11_26,joy
759,2_chronicles_3_14,neutral
760,2_samuel_19_41,anger
761,2_chronicles_34_4,anger
762,lamentations_2_6,sadness
763,hosea_6_10,disgust
764,isaiah_22_13,joy
765,1_samuel_28_19,fear
766,genesis_22_16,joy
767,leviticus_14_8,joy
768,ephesians_5_15,neutral
769,nehemiah_4_1,anger
770,isaiah_24_20,fear
771,genesis_31_18,neutral
772,galatians_3_21,neutral
773,luke_12_5,fear
774,genesis_38_6,neutral
775,hebrews_9_15,joy
776,jude_1_11,anger
777,leviticus_17_6,neutral
778,joshua_14_3,neutral
779,proverbs_11_26,anger
780,song_of_solomon_7_5,joy
781,numbers_6_16,neutral
782,ezekiel_22_31,anger
783,psalms_149_4,joy
784,numbers_29_33,neutral
785,psalms_115_16,neutral
786,john_20_10,sadness
787,romans_16_24,joy
788,john_9_22,fear
789,job_36_6,joy
790,revelation_18_1,surprise
791,matthew_26_38,sadness
792,1_kings_18_13,fear
793,psalms_18_6,sadness
794,jeremiah_30_1,neutral
795,2_corinthians_6_12,sadness
796,job_38_33,surprise
797,exodus_40_16,neutral
798,judges_5_25,neutral
799,matthew_1_7,neutral
800,isaiah_11_13,joy
801,esther_2_14,sadness
802,2_chronicles_23_19,neutral
803,2_kings_22_2,joy
804,acts_22_14,surprise
805,esther_9_5,anger
806,isaiah_38_8,surprise
807,ezekiel_12_20,sadness
808,john_6_26,disgust
809,isaiah_8_14,surprise
810,1_chronicles_21_16,fear
811,zechariah_9_17,joy
812,hebrews_5_6,neutral
813,matthew_24_17,fear
814,2_chronicles_7_21,surprise
815,exodus_13_21,joy
816,genesis_10_21,neutral
817,micah_3_3,disgust
818,1_samuel_25_8,joy
819,genesis_44_2,surprise
820,romans_6_21,sadness
821,revelation_12_17,anger
822,job_20_13,neutral
823,genesis_38_8,neutral
824,psalms_77_20,joy
825,exodus_4_30,surprise
826,job_9_22,sadness
827,exodus_35_23,joy
828,colossians_2_9,joy
829,psalms_144_5,surprise
830,jeremiah_40_10,neutral
831,ezekiel_47_1,surprise
832,luke_11_38,surprise
833,lamentations_3_54,sadness
834,genesis_16_10,joy
835,ezekiel_17_6,joy
836,numbers_12_13,fear
837,numbers_23_11,surprise
838,jeremiah_49_39,joy
839,psalms_116_11,disgust
840,1_corinthians_15_17,sadness
841,genesis_21_10,anger
842,acts_14_6,fear
843,numbers_15_25,joy
844,1_chronicles_7_35,neutral
845,2_kings_14_4,neutral
846,romans_14_20,disgust
847,leviticus_3_17,neutral
848,deuteronomy_5_10,joy
849,isaiah_51_9,anger
850,genesis_26_17,neutral
851,1_samuel_14_50,neutral
852,proverbs_30_16,disgust
853,psalms_69_12,sadness
854,psalms_6_7,sadness
855,psalms_74_3,sadness
856,exodus_26_4,neutral
857,1_chronicles_16_32,joy
858,deuteronomy_28_3,joy
859,luke_17_1,anger
860,romans_5_8,joy
861,psalms_7_16,anger
862,psalms_50_23,joy
863,numbers_2_1,neutral
864,2_kings_3_2,neutral
865,genesis_19_33,disgust
866,genesis_3_6,surprise
867,genesis_23_3,sadness
868,2_chronicles_16_1,fear
869,psalms_104_8,neutral
870,matthew_10_12,joy
871,revelation_2_19,joy
872,mark_4_31,neutral
873,joshua_1_9,joy
874,numbers_14_39,sadness
875,exodus_26_20,neutral
876,daniel_7_20,surprise
877,exodus_21_28,disgust
878,john_4_51,joy
879,jeremiah_5_15,fear
880,psalms_83_9,anger
881,isaiah_61_7,joy
882,micah_6_14,sadness
883,john_13_33,sadness
884,2_samuel_10_16,neutral
885,exodus_37_19,neutral
886,psalms_137_6,sadness
887,matthew_22_2,joy
888,deuteronomy_33_2,surprise
889,2_samuel_13_9,anger
890,deuteronomy_21_5,neutral
891,psalms_126_2,joy
892,psalms_126_3,joy
893,genesis_21_27,neutral
894,1_chronicles_12_18,joy
895,job_6_5,neutral
896,luke_22_57,sadness
897,1_corinthians_16_22,anger
898,1_thessalonians_4_15,joy
899,1_kings_1_45,joy
900,jonah_4_3,sadness
901,mark_9_21,neutral
902,1_samuel_15_22,neutral
903,proverbs_22_8,anger
904,ephesians_2_20,joy
905,1_chronicles_18_5,anger
906,exodus_30_4,neutral
907,genesis_48_12,joy
908,1_samuel_22_8,sadness
909,acts_1_16,neutral
910,exodus_36_1,neutral
911,luke_22_37,sadness
912,deuteronomy_29_20,anger
913,1_kings_8_9,neutral
914,jeremiah_24_10,fear
915,daniel_11_23,disgust
916,1_corinthians_12_26,joy
917,psalms_78_21,anger
918,genesis_19_16,joy
919,ezekiel_32_19,sadness
920,2_chronicles_29_24,neutral
921,hebrews_6_4,surprise
922,john_2_24,neutral
923,1_samuel_1_16,sadness
924,jeremiah_48_26,disgust
925,hosea_11_12,disgust
926,romans_6_19,neutral
927,revelation_7_5,neutral
928,exodus_1_7,joy
929,ezekiel_43_22,neutral
930,1_kings_2_5,anger
931,deuteronomy_33_23,joy
932,matthew_10_26,neutral
933,isaiah_11_4,anger
934,proverbs_14_34,neutral
935,1_chronicles_17_1,neutral
936,hosea_14_5,joy
937,genesis_38_26,surprise
938,deuteronomy_28_68,sadness
939,joshua_8_29,sadness
940,acts_28_8,joy
941,2_kings_11_4,neutral
942,1_kings_2_39,neutral
943,exodus_23_7,neutral
944,mark_12_2,neutral
945,luke_3_21,joy
946,judges_20_38,surprise
947,1_kings_16_16,surprise
948,1_thessalonians_3_11,joy
949,genesis_45_9,joy
950,2_chronicles_10_2,surprise
951,1_corinthians_7_12,neutral
952,2_kings_17_14,anger
953,john_12_32,joy
954,jeremiah_51_9,sadness
955,judges_20_22,joy
956,numbers_8_8,neutral
957,nehemiah_7_52,neutral
958,isaiah_1_20,fear
959,micah_1_5,sadness
960,2_kings_24_20,anger
961,2_kings_11_21,neutral
962,exodus_18_3,sadness
963,isaiah_10_34,anger
964,deuteronomy_14_3,disgust
965,galatians_5_23,joy
966,1_samuel_20_18,sadness
967,matthew_21_10,surprise
968,ruth_4_9,neutral
969,numbers_13_15,neutral
970,isaiah_22_16,surprise
971,psalms_22_4,joy
972,2_samuel_12_25,joy
973,philippians_3_17,neutral
974,1_samuel_7_7,fear
975,2_kings_17_34,neutral
976,genesis_46_14,neutral
977,1_chronicles_6_2,neutral
978,job_15_5,disgust
979,1_chronicles_6_50,neutral
980,joshua_22_34,joy
981,numbers_32_24,neutral
982,mark_8_22,neutral
983,2_chronicles_8_1,neutral
984,genesis_49_31,sadness
