id,verse_id,verse
52,2_samuel_22_51,"He is the tower of salvation for his king: and sheweth mercy to his anointed, unto David, and to his seed for evermore."
53,2_chronicles_2_12,"Huram said moreover, Blessed be the LORD God of Israel, that made heaven and earth, who hath given to David the king a wise son, endued with prudence and understanding, that might build an house for the LORD, and an house for his kingdom."
54,psalms_31_24,"Be of good courage, and he shall strengthen your heart, all ye that hope in the LORD."
55,proverbs_15_25,The LORD will destroy the house of the proud: but he will establish the border of the widow.
56,mark_4_34,"But without a parable spake he not unto them: and when they were alone, he expounded all things to his disciples."
57,2_kings_12_1,In the seventh year of Jehu Jehoash began to reign; and forty years reigned he in Jerusalem. And his mother's name was Zibiah of Beer-sheba.
58,psalms_107_5,"Hungry and thirsty, their soul fainted in them."
59,2_kings_21_25,"Now the rest of the acts of Amon which he did, are they not written in the book of the chronicles of the kings of Judah?"
60,genesis_27_28,"Therefore God give thee of the dew of heaven, and the fatness of the earth, and plenty of corn and wine:"
61,jeremiah_51_20,"Thou art my battle axe and weapons of war: for with thee will I break in pieces the nations, and with thee will I destroy kingdoms;"
62,acts_16_16,"And it came to pass, as we went to prayer, a certain damsel possessed with a spirit of divination met us, which brought her masters much gain by soothsaying:"
63,1_kings_1_34,"And let Zadok the priest and Nathan the prophet anoint him there king over Israel: and blow ye with the trumpet, and say, God save king Solomon."
64,genesis_42_2,"And he said, Behold, I have heard that there is corn in Egypt: get you down thither, and buy for us from thence; that we may live, and not die."
65,1_kings_22_3,"And the king of Israel said unto his servants, Know ye that Ramoth in Gilead is ours, and we be still, and take it not out of the hand of the king of Syria?"
66,john_3_20,"For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved."
67,isaiah_57_10,"Thou art wearied in the greatness of thy way; yet saidst thou not, There is no hope: thou hast found the life of thine hand; therefore thou wast not grieved."
68,2_chronicles_20_8,"And they dwelt therein, and have built thee a sanctuary therein for thy name, saying,"
69,revelation_18_13,"And cinnamon, and odours, and ointments, and frankincense, and wine, and oil, and fine flour, and wheat, and beasts, and sheep, and horses, and chariots, and slaves, and souls of men."
70,colossians_2_15,"And having spoiled principalities and powers, he made a shew of them openly, triumphing over them in it."
71,2_samuel_18_23,"But howsoever, said he, let me run. And he said unto him, Run. Then Ahimaaz ran by the way of the plain, and overran Cushi."
72,proverbs_12_12,The wicked desireth the net of evil men: but the root of the righteous yieldeth fruit.
73,mark_11_30,"The baptism of John, was it from heaven, or of men? answer me."
74,jeremiah_23_10,"For the land is full of adulterers; for because of swearing the land mourneth; the pleasant places of the wilderness are dried up, and their course is evil, and their force is not right."
75,genesis_42_4,"But Benjamin, Joseph's brother, Jacob sent not with his brethren; for he said, Lest peradventure mischief befall him."
76,genesis_32_6,"And the messengers returned to Jacob, saying, We came to thy brother Esau, and also he cometh to meet thee, and four hundred men with him."
77,acts_23_34,"And when the governor had read the letter, he asked of what province he was. And when he understood that he was of Cilicia;"
78,jeremiah_7_31,"And they have built the high places of Tophet, which is in the valley of the son of Hinnom, to burn their sons and their daughters in the fire; which I commanded them not, neither came it into my heart."
79,psalms_28_6,"Blessed be the LORD, because he hath heard the voice of my supplications."
80,psalms_119_136,"Rivers of waters run down mine eyes, because they keep not thy law."
81,ezekiel_12_22,"Son of man, what is that proverb that ye have in the land of Israel, saying, The days are prolonged, and every vision faileth?"
82,psalms_71_18,"Now also when I am old and greyheaded, O God, forsake me not; until I have shewed thy strength unto this generation, and thy power to every one that is to come."
83,mark_11_28,"And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?"
84,joshua_11_14,"And all the spoil of these cities, and the cattle, the children of Israel took for a prey unto themselves; but every man they smote with the edge of the sword, until they had destroyed them, neither left they any to breathe."
85,psalms_39_5,"Behold, thou hast made my days as an handbreadth; and mine age is as nothing before thee: verily every man at his best state is altogether vanity. Selah."
86,genesis_26_21,"And they digged another well, and strove for that also: and he called the name of it Sitnah."
87,2_samuel_2_9,"And made him king over Gilead, and over the Ashurites, and over Jezreel, and over Ephraim, and over Benjamin, and over all Israel."
88,2_timothy_4_7,"I have fought a good fight, I have finished my course, I have kept the faith:"
89,exodus_22_13,"If it be torn in pieces, then let him bring it for witness, and he shall not make good that which was torn."
90,james_5_11,"Behold, we count them happy which endure. Ye have heard of the patience of Job, and have seen the end of the Lord; that the Lord is very pitiful, and of tender mercy."
91,leviticus_25_7,"And for thy cattle, and for the beast that are in thy land, shall all the increase thereof be meat."
92,psalms_99_1,The LORD reigneth; let the people tremble: he sitteth between the cherubims; let the earth be moved.
93,psalms_78_52,"But made his own people to go forth like sheep, and guided them in the wilderness like a flock."
94,leviticus_22_2,"Speak unto Aaron and to his sons, that they separate themselves from the holy things of the children of Israel, and that they profane not my holy name in those things which they hallow unto me: I am the LORD."
95,proverbs_15_23,"A man hath joy by the answer of his mouth: and a word spoken in due season, how good is it!"
96,ezekiel_9_5,"And to the others he said in mine hearing, Go ye after him through the city, and smite: let not your eye spare, neither have ye pity:"
97,judges_8_20,"And he said unto Jether his firstborn, Up, and slay them. But the youth drew not his sword: for he feared, because he was yet a youth."
98,daniel_2_10,"The Chaldeans answered before the king, and said, There is not a man upon the earth that can shew the king's matter: therefore there is no king, lord, nor ruler, that asked such things at any magician, or astrologer, or Chaldean."
99,1_kings_19_12,And after the earthquake a fire; but the LORD was not in the fire: and after the fire a still small voice.
100,2_corinthians_8_18,"And we have sent with him the brother, whose praise is in the gospel throughout all the churches;"
101,job_31_39,"If I have eaten the fruits thereof without money, or have caused the owners thereof to lose their life:"
102,numbers_29_17,"And on the second day ye shall offer twelve young bullocks, two rams, fourteen lambs of the first year without spot:"
103,1_kings_21_6,"And he said unto her, Because I spake unto Naboth the Jezreelite, and said unto him, Give me thy vineyard for money; or else, if it please thee, I will give thee another vineyard for it: and he answered, I will not give thee my vineyard."
104,joshua_23_5,"And the LORD your God, he shall expel them from before you, and drive them from out of your sight; and ye shall possess their land, as the LORD your God hath promised unto you."
105,daniel_7_13,"I saw in the night visions, and, behold, one like the Son of man came with the clouds of heaven, and came to the Ancient of days, and they brought him near before him."
106,genesis_2_20,"And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him."
107,proverbs_7_17,"I have perfumed my bed with myrrh, aloes, and cinnamon."
108,isaiah_13_14,"And it shall be as the chased roe, and as a sheep that no man taketh up: they shall every man turn to his own people, and flee every one into his own land."
109,isaiah_19_16,"In that day shall Egypt be like unto women: and it shall be afraid and fear because of the shaking of the hand of the LORD of hosts, which he shaketh over it."
110,exodus_20_5,"Thou shalt not bow down thyself to them, nor serve them: for I the LORD thy God am a jealous God, visiting the iniquity of the fathers upon the children unto the third and fourth generation of them that hate me;"
111,ezra_9_9,"For we were bondmen; yet our God hath not forsaken us in our bondage, but hath extended mercy unto us in the sight of the kings of Persia, to give us a reviving, to set up the house of our God, and to repair the desolations thereof, and to give us a wall in Judah and in Jerusalem."
112,zechariah_4_14,"Then said he, These are the two anointed ones, that stand by the LORD of the whole earth."
113,proverbs_22_22,"Rob not the poor, because he is poor: neither oppress the afflicted in the gate:"
114,leviticus_24_21,"And he that killeth a beast, he shall restore it: and he that killeth a man, he shall be put to death."
115,psalms_72_18,"Blessed be the LORD God, the God of Israel, who only doeth wondrous things."
116,isaiah_59_4,"None calleth for justice, nor any pleadeth for truth: they trust in vanity, and speak lies; they conceive mischief, and bring forth iniquity."
117,ezekiel_32_21,"The strong among the mighty shall speak to him out of the midst of hell with them that help him: they are gone down, they lie uncircumcised, slain by the sword."
118,ruth_3_10,"And he said, Blessed be thou of the LORD, my daughter: for thou hast shewed more kindness in the latter end than at the beginning, inasmuch as thou followedst not young men, whether poor or rich."
119,psalms_119_95,The wicked have waited for me to destroy me: but I will consider thy testimonies.
120,2_corinthians_6_17,"Wherefore come out from among them, and be ye separate, saith the Lord, and touch not the unclean thing; and I will receive you,"
121,1_samuel_26_22,"And David answered and said, Behold the king's spear! and let one of the young men come over and fetch it."
122,genesis_19_36,Thus were both the daughters of Lot with child by their father.
123,numbers_21_20,"And from Bamoth in the valley, that is in the country of Moab, to the top of Pisgah, which looketh toward Jeshimon."
124,exodus_38_4,And he made for the altar a brasen grate of network under the compass thereof beneath unto the midst of it.
125,ezekiel_37_17,And join them one to another into one stick; and they shall become one in thine hand.
126,nehemiah_4_11,"And our adversaries said, They shall not know, neither see, till we come in the midst among them, and slay them, and cause the work to cease."
127,song_of_solomon_3_7,"Behold his bed, which is Solomon's; threescore valiant men are about it, of the valiant of Israel."
128,genesis_10_13,"And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim,"
129,2_chronicles_10_14,"And answered them after the advice of the young men, saying, My father made your yoke heavy, but I will add thereto: my father chastised you with whips, but I will chastise you with scorpions."
130,1_kings_8_20,"And the LORD hath performed his word that he spake, and I am risen up in the room of David my father, and sit on the throne of Israel, as the LORD promised, and have built an house for the name of the LORD God of Israel."
131,deuteronomy_4_45,"These are the testimonies, and the statutes, and the judgments, which Moses spake unto the children of Israel, after they came forth out of Egypt,"
132,zephaniah_2_2,"Before the decree bring forth, before the day pass as the chaff, before the fierce anger of the LORD come upon you, before the day of the LORD'S anger come upon you."
133,exodus_26_33,"And thou shalt hang up the vail under the taches, that thou mayest bring in thither within the vail the ark of the testimony: and the vail shall divide unto you between the holy place and the most holy."
134,1_thessalonians_4_2,For ye know what commandments we gave you by the Lord Jesus.
135,numbers_23_4,"And God met Balaam: and he said unto him, I have prepared seven altars, and I have offered upon every altar a bullock and a ram."
136,genesis_38_26,"And Judah acknowledged them, and said, She hath been more righteous than I; because that I gave her not to Shelah my son. And he knew her again no more."
137,2_kings_17_23,"Until the LORD removed Israel out of his sight, as he had said by all his servants the prophets. So was Israel carried away out of their own land to Assyria unto this day."
138,luke_23_9,Then he questioned with him in many words; but he answered him nothing.
139,numbers_26_27,"These are the families of the Zebulunites according to those that were numbered of them, threescore thousand and five hundred."
140,acts_8_28,"Was returning, and sitting in his chariot read Esaias the prophet."
141,proverbs_29_11,A fool uttereth all his mind: but a wise man keepeth it in till afterwards.
142,2_samuel_17_12,"So shall we come upon him in some place where he shall be found, and we will light upon him as the dew falleth on the ground: and of him and of all the men that are with him there shall not be left so much as one."
143,job_14_2,"He cometh forth like a flower, and is cut down: he fleeth also as a shadow, and continueth not."
144,luke_3_32,"Which was the son of Jesse, which was the son of Obed, which was the son of Booz, which was the son of Salmon, which was the son of Naasson,"
145,esther_2_3,"And let the king appoint officers in all the provinces of his kingdom, that they may gather together all the fair young virgins unto Shushan the palace, to the house of the women unto the custody of Hege the king's chamberlain, keeper of the women; and let their things for purification be given them:"
146,numbers_18_12,"All the best of the oil, and all the best of the wine, and of the wheat, the firstfruits of them which they shall offer unto the LORD, them have I given thee."
147,genesis_29_22,"And Laban gathered together all the men of the place, and made a feast."
148,deuteronomy_12_28,"Observe and hear all these words which I command thee, that it may go well with thee, and with thy children after thee for ever, when thou doest that which is good and right in the sight of the LORD thy God."
149,colossians_4_17,"And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it."
150,exodus_22_21,"Thou shalt neither vex a stranger, nor oppress him: for ye were strangers in the land of Egypt."
151,deuteronomy_32_7,"Remember the days of old, consider the years of many generations: ask thy father, and he will shew thee; thy elders, and they will tell thee."
152,numbers_6_1,"And the LORD spake unto Moses, saying,"
153,1_kings_5_8,"And Hiram sent to Solomon, saying, I have considered the things which thou sentest to me for: and I will do all thy desire concerning timber of cedar, and concerning timber of fir."
154,psalms_119_150,They draw nigh that follow after mischief: they are far from thy law.
155,romans_10_13,For whosoever shall call upon the name of the Lord shall be saved.
156,exodus_4_23,"And I say unto thee, Let my son go, that he may serve me: and if thou refuse to let him go, behold, I will slay thy son, even thy firstborn."
157,1_samuel_8_8,"According to all the works which they have done since the day that I brought them up out of Egypt even unto this day, wherewith they have forsaken me, and served other gods, so do they also unto thee."
158,joshua_17_14,"And the children of Joseph spake unto Joshua, saying, Why hast thou given me but one lot and one portion to inherit, seeing I am a great people, forasmuch as the LORD hath blessed me hitherto?"
159,colossians_3_18,"Wives, submit yourselves unto your own husbands, as it is fit in the Lord."
160,isaiah_40_4,"Every valley shall be exalted, and every mountain and hill shall be made low: and the crooked shall be made straight, and the rough places plain:"
161,1_timothy_6_21,Which some professing have erred concerning the faith. Grace be with thee. Amen.
162,matthew_27_35,"And they crucified him, and parted his garments, casting lots: that it might be fulfilled which was spoken by the prophet, They parted my garments among them, and upon my vesture did they cast lots."
163,john_11_34,"And said, Where have ye laid him? They said unto him, Lord, come and see."
164,joshua_10_10,"And the LORD discomfited them before Israel, and slew them with a great slaughter at Gibeon, and chased them along the way that goeth up to Beth-horon, and smote them to Azekah, and unto Makkedah."
165,1_chronicles_16_7,Then on that day David delivered first this psalm to thank the LORD into the hand of Asaph and his brethren.
166,ezekiel_46_12,"Now when the prince shall prepare a voluntary burnt offering or peace offerings voluntarily unto the LORD, one shall then open him the gate that looketh toward the east, and he shall prepare his burnt offering and his peace offerings, as he did on the sabbath day: then he shall go forth; and after his going forth one shall shut the gate."
167,isaiah_28_6,"And for a spirit of judgment to him that sitteth in judgment, and for strength to them that turn the battle to the gate."
168,numbers_24_5,"How goodly are thy tents, O Jacob, and thy tabernacles, O Israel!"
169,hebrews_7_27,"Who needeth not daily, as those high priests, to offer up sacrifice, first for his own sins, and then for the people's: for this he did once, when he offered up himself."
170,job_7_16,I loathe it; I would not live alway: let me alone; for my days are vanity.
171,proverbs_3_18,She is a tree of life to them that lay hold upon her: and happy is every one that retaineth her.
172,judges_7_22,"And the three hundred blew the trumpets, and the LORD set every man's sword against his fellow, even throughout all the host: and the host fled to Beth-shittah in Zererath, and to the border of Abel-meholah, unto Tabbath."
173,psalms_33_17,An horse is a vain thing for safety: neither shall he deliver any by his great strength.
174,2_samuel_19_36,Thy servant will go a little way over Jordan with the king: and why should the king recompense it me with such a reward?
175,1_kings_1_38,"So Zadok the priest, and Nathan the prophet, and Benaiah the son of Jehoiada, and the Cherethites, and the Pelethites, went down, and caused Solomon to ride upon king David's mule, and brought him to Gihon."
176,numbers_31_6,"And Moses sent them to the war, a thousand of every tribe, them and Phinehas the son of Eleazar the priest, to the war, with the holy instruments, and the trumpets to blow in his hand."
177,isaiah_52_5,"Now therefore, what have I here, saith the LORD, that my people is taken away for nought? they that rule over them make them to howl, saith the LORD; and my name continually every day is blasphemed."
178,job_17_4,For thou hast hid their heart from understanding: therefore shalt thou not exalt them.
179,numbers_17_2,"Speak unto the children of Israel, and take of every one of them a rod according to the house of their fathers, of all their princes according to the house of their fathers twelve rods: write thou every man's name upon his rod."
180,john_19_31,"The Jews therefore, because it was the preparation, that the bodies should not remain upon the cross on the sabbath day, (for that sabbath day was an high day,) besought Pilate that their legs might be broken, and that they might be taken away."
181,ezekiel_12_1,"The word of the LORD also came unto me, saying,"
182,psalms_81_1,Sing aloud unto God our strength: make a joyful noise unto the God of Jacob.
183,ezra_8_3,"Of the sons of Shechaniah, of the sons of Pharosh; Zechariah: and with him were reckoned by genealogy of the males an hundred and fifty."
184,2_timothy_3_2,"For men shall be lovers of their own selves, covetous, boasters, proud, blasphemers, disobedient to parents, unthankful, unholy,"
185,romans_1_3,"Concerning his Son Jesus Christ our Lord, which was made of the seed of David according to the flesh;"
186,joshua_19_35,"And the fenced cities are Ziddim, Zer, and Hammath, Rakkath, and Chinnereth,"
187,1_samuel_31_1,"Now the Philistines fought against Israel: and the men of Israel fled from before the Philistines, and fell down slain in mount Gilboa."
188,2_chronicles_16_4,"And Ben-hadad hearkened unto king Asa, and sent the captains of his armies against the cities of Israel; and they smote Ijon, and Dan, and Abel-maim, and all the store cities of Naphtali."
189,judges_19_5,"And it came to pass on the fourth day, when they arose early in the morning, that he rose up to depart: and the damsel's father said unto his son in law, Comfort thine heart with a morsel of bread, and afterward go your way."
190,hosea_6_7,But they like men have transgressed the covenant: there have they dealt treacherously against me.
191,luke_20_30,"And the second took her to wife, and he died childless."
192,isaiah_62_6,"I have set watchmen upon thy walls, O Jerusalem, which shall never hold their peace day nor night: ye that make mention of the LORD, keep not silence,"
193,ezekiel_14_23,"And they shall comfort you, when ye see their ways and their doings: and ye shall know that I have not done without cause all that I have done in it, saith the Lord GOD."
194,proverbs_1_20,Wisdom crieth without; she uttereth her voice in the streets:
195,song_of_solomon_5_14,His hands are as gold rings set with the beryl: his belly is as bright ivory overlaid with sapphires.
196,1_thessalonians_5_10,"Who died for us, that, whether we wake or sleep, we should live together with him."
197,1_chronicles_17_17,"And yet this was a small thing in thine eyes, O God; for thou hast also spoken of thy servant's house for a great while to come, and hast regarded me according to the estate of a man of high degree, O LORD God."
198,joshua_19_42,"And Shaalabbin, and Ajalon, and Jethlah,"
199,john_18_32,"That the saying of Jesus might be fulfilled, which he spake, signifying what death he should die."
200,1_samuel_1_14,"And Eli said unto her, How long wilt thou be drunken? put away thy wine from thee."
201,jeremiah_16_8,"Thou shalt not also go into the house of feasting, to sit with them to eat and to drink."
202,psalms_80_12,"Why hast thou then broken down her hedges, so that all they which pass by the way do pluck her?"
203,isaiah_21_12,"The watchman said, The morning cometh, and also the night: if ye will enquire, enquire ye: return, come."
204,isaiah_11_1,"And there shall come forth a rod out of the stem of Jesse, and a Branch shall grow out of his roots:"
205,jeremiah_39_12,"Take him, and look well to him, and do him no harm; but do unto him even as he shall say unto thee."
206,psalms_100_4,"Enter into his gates with thanksgiving, and into his courts with praise: be thankful unto him, and bless his name."
207,john_12_31,Now is the judgment of this world: now shall the prince of this world be cast out.
208,genesis_42_6,"And Joseph was the governor over the land, and he it was that sold to all the people of the land: and Joseph's brethren came, and bowed down themselves before him with their faces to the earth."
209,acts_5_22,"But when the officers came, and found them not in the prison, they returned, and told,"
210,ezekiel_32_4,"Then will I leave thee upon the land, I will cast thee forth upon the open field, and will cause all the fowls of the heaven to remain upon thee, and I will fill the beasts of the whole earth with thee."
211,1_samuel_5_2,"When the Philistines took the ark of God, they brought it into the house of Dagon, and set it by Dagon."
212,hebrews_12_10,"For they verily for a few days chastened us after their own pleasure; but he for our profit, that we might be partakers of his holiness."
213,2_corinthians_3_4,And such trust have we through Christ to God-ward:
214,proverbs_29_3,Whoso loveth wisdom rejoiceth his father: but he that keepeth company with harlots spendeth his substance.
215,2_samuel_6_12,"And it was told king David, saying, The LORD hath blessed the house of Obed-edom, and all that pertaineth unto him, because of the ark of God. So David went and brought up the ark of God from the house of Obed-edom into the city of David with gladness."
216,2_kings_4_27,"And when she came to the man of God to the hill, she caught him by the feet: but Gehazi came near to thrust her away. And the man of God said, Let her alone; for her soul is vexed within her: and the LORD hath hid it from me, and hath not told me."
217,matthew_27_2,"And when they had bound him, they led him away, and delivered him to Pontius Pilate the governor."
218,luke_2_20,"And the shepherds returned, glorifying and praising God for all the things that they had heard and seen, as it was told unto them."
219,mark_14_24,"And he said unto them, This is my blood of the new testament, which is shed for many."
220,psalms_73_12,"Behold, these are the ungodly, who prosper in the world; they increase in riches."
221,judges_12_3,"And when I saw that ye delivered me not, I put my life in my hands, and passed over against the children of Ammon, and the LORD delivered them into my hand: wherefore then are ye come up unto me this day, to fight against me?"
222,1_samuel_9_9,"(Beforetime in Israel, when a man went to enquire of God, thus he spake, Come, and let us go to the seer: for he that is now called a Prophet was beforetime called a Seer.)"
223,isaiah_28_24,Doth the plowman plow all day to sow? doth he open and break the clods of his ground?
224,proverbs_31_8,Open thy mouth for the dumb in the cause of all such as are appointed to destruction.
225,romans_12_2,"And be not conformed to this world: but be ye transformed by the renewing of your mind, that ye may prove what is that good, and acceptable, and perfect, will of God."
226,john_11_51,"And this spake he not of himself: but being high priest that year, he prophesied that Jesus should die for that nation;"
227,judges_20_23,"(And the children of Israel went up and wept before the LORD until even, and asked counsel of the LORD, saying, Shall I go up again to battle against the children of Benjamin my brother? And the LORD said, Go up against him.)"
228,psalms_3_3,"But thou, O LORD, art a shield for me; my glory, and the lifter up of mine head."
229,2_chronicles_24_12,"And the king and Jehoiada gave it to such as did the work of the service of the house of the LORD, and hired masons and carpenters to repair the house of the LORD, and also such as wrought iron and brass to mend the house of the LORD."
230,isaiah_28_26,"For his God doth instruct him to discretion, and doth teach him."
231,psalms_21_6,For thou hast made him most blessed for ever: thou hast made him exceeding glad with thy countenance.
232,job_12_1,"And Job answered and said,"
233,2_samuel_22_3,"The God of my rock; in him will I trust: he is my shield, and the horn of my salvation, my high tower, and my refuge, my saviour; thou savest me from violence."
234,daniel_9_23,"At the beginning of thy supplications the commandment came forth, and I am come to shew thee; for thou art greatly beloved: therefore understand the matter, and consider the vision."
235,psalms_94_12,"Blessed is the man whom thou chastenest, O LORD, and teachest him out of thy law;"
236,isaiah_6_6,"Then flew one of the seraphims unto me, having a live coal in his hand, which he had taken with the tongs from off the altar:"
237,exodus_25_15,The staves shall be in the rings of the ark: they shall not be taken from it.
238,ezekiel_13_6,"They have seen vanity and lying divination, saying, The LORD saith: and the LORD hath not sent them: and they have made others to hope that they would confirm the word."
239,hebrews_4_10,"For he that is entered into his rest, he also hath ceased from his own works, as God did from his."
240,isaiah_7_1,"And it came to pass in the days of Ahaz the son of Jotham, the son of Uzziah, king of Judah, that Rezin the king of Syria, and Pekah the son of Remaliah, king of Israel, went up toward Jerusalem to war against it, but could not prevail against it."
241,genesis_5_26,"And Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:"
242,psalms_89_17,For thou art the glory of their strength: and in thy favour our horn shall be exalted.
243,leviticus_22_18,"Speak unto Aaron, and to his sons, and unto all the children of Israel, and say unto them, Whatsoever he be of the house of Israel, or of the strangers in Israel, that will offer his oblation for all his vows, and for all his freewill offerings, which they will offer unto the LORD for a burnt offering;"
